pk, brand, type, name, colorway, image, release_date, retail_price, ticker, total_sales, url, year_high, year_low, avg_sale_price, premium
1544, Jordan, 11, Jordan 11 Retro Playoffs (2012), Black/Varsity Red-White, https://stockx-360.imgix.net/Air-Jordan-11-Retro-Playoffs-Bred-2012_TruView/Images/Air-Jordan-11-Retro-Playoffs-Bred-2012_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2012-12-21, 180, AJ11-BRED12, 1191, https://www.stockx.com/jordan-11-retro-playoffs-2012, 700, 305, 435, 100
1551, Jordan, 14, Jordan 14 Retro Desert Sand, Desert Sand/Black-White-Infrared 23, https://stockx-360.imgix.net/Air-Jordan-14-Retro-Desert-Sand/Images/Air-Jordan-14-Retro-Desert-Sand/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-15, 190, AJ14-DSRTSND, 786, https://www.stockx.com/air-jordan-14-retro-desert-sand, 270, 90, 162, -100
1557, Nike, Basketball, Nike Blazer Mid Off-White Wolf Grey Serena "Queen", Wolf Grey/Cool Grey-Pure Platinum-Volt, https://stockx-360.imgix.net/Nike-Blazer-Mid-Off-White-Wolf-Grey/Images/Nike-Blazer-Mid-Off-White-Wolf-Grey/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1539027535, 2018-08-25, 130, BLZRM-OWWLFGRY, 1167, https://www.stockx.com/nike-blazer-mid-off-white-wolf-grey, 2000, 550, 796, 500
1578, Adidas, Ultraboost, adidas Ultra Boost 4.0 Show Your Stripes Cloud White, Cloud White/Tech Ink/Ash Pearl, https://stockx-360.imgix.net/Adidas-Ultra-Boost-4-Show-Your-Stripes-Cloud-White/Images/Adidas-Ultra-Boost-4-Show-Your-Stripes-Cloud-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546582568, 2018-07-01, 180, AD-UB4SYSCWT, 879, https://www.stockx.com/adidas-ultra-boost-4-show-your-stripes-cloud-white, 230, 80, 131, -100
1593, Adidas, NMD, adidas NMD R1 Sashiko Black, Core Black/Running White/Core Black, https://stockx-360.imgix.net/Adidas-Nmd-R1-Sashiko-Black_TruView/Images/Adidas-Nmd-R1-Sashiko-Black_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-08-18, 170, ADINMD1-SHKOBLK, 776, https://www.stockx.com/adidas-nmd-r1-sashiko-zebra-black, 222, 50, 105, -100
1612, Nike, Basketball, Kyrie 5 Concepts Ikhet, Multi-Color/Multi-Color, https://stockx-360.imgix.net/Nike-Kyrie-5-Concepts-Ikhet/Images/Nike-Kyrie-5-Concepts-Ikhet/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546094117, 2018-12-26, 140, NK-K5CIKHT, 2113, https://www.stockx.com/nike-kyrie-5-concepts-ikhet, 450, 140, 198, 0
1614, Nike, Air Max, Air VaporMax Plus Wolf Grey Black, Wolf Grey/Black-White, https://stockx-360.imgix.net/Nike-Air-VaporMax-Plus-Wolf-Grey-Black/Images/Nike-Air-VaporMax-Plus-Wolf-Grey-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-26, 190, NK-AVPWGYBK, 529, https://www.stockx.com/nike-air-vapormax-plus-wolf-grey-black, 390, 100, 183, -100
1635, Nike, Basketball, Air More Uptempo Flax, Flax/Flax-Phantom-Gum Light Brown, https://stockx.imgix.net/Nike-Air-More-Uptempo-Flax-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1546679578, 2017-10-14, 185, UPTEMPO-FLAX, 769, https://www.stockx.com/nike-air-more-uptempo-flax, 200, 60, 118, -100
1668, Jordan, 8, Jordan 8 Retro South Beach, White/White-Turbo Green-Neutral Grey, https://stockx-360.imgix.net/Air-Jordan-8-Retro-South-Beach/Images/Air-Jordan-8-Retro-South-Beach/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1539983166, 2018-10-13, 190, AJ8-SB, 705, https://www.stockx.com/air-jordan-8-retro-south-beach, 256, 120, 169, -100
1672, Other, Converse, Converse Chuck Taylor All-Star 70s Hi Comme des Garcons PLAY White, Milk/White-High Risk Red, https://stockx-360.imgix.net/Converse-Chuck-Taylor-All-Star-70s-Hi-Comme-Des-Garcons-PLAY-White/Images/Converse-Chuck-Taylor-All-Star-70s-Hi-Comme-Des-Garcons-PLAY-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, --, 125, CV-CTAS7HCDGPWT, 1863, https://www.stockx.com/converse-chuck-taylor-all-star-70s-hi-comme-des-garcons-play-white, 265, 90, 144, 0
1770, Jordan, 1, Jordan 1 Retro High OG Sail, Sail/University Red, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-OG-Essentials-Sail/Images/Air-Jordan-1-Retro-High-OG-Essentials-Sail/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-06-20, 160, AJ1H-ESNTLSAIL, 1287, https://www.stockx.com/air-jordan-1-retro-essentials-sail, 313, 85, 163, 0
1780, Adidas, Ultraboost, adidas Ultra Boost 5th Anniversary Black, Black/Iron, https://stockx-360.imgix.net/adidas-ultra-boost-5th-anniversary-black_TruView/Images/adidas-ultra-boost-5th-anniversary-black_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-01, 220, AD-UB5THABK, 1890, https://www.stockx.com/adidas-ultra-boost-5th-anniversary-black, 299, 80, 161, -100
1782, Nike, Air Force, Air Force 1 Low Utility White Black, White/White-Black-Tour Yellow, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Utility-White-Black/Images/Nike-Air-Force-1-Low-Utility-White-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546587406, 2018-10-01, 100, AF1LU-WHTBK, 1345, https://www.stockx.com/nike-air-force-1-low-utility-white-black, 232, 70, 127, 0
1795, Nike, Air Force, Air Force 1 Low Off-White Volt (TD), Volt/Hyper Jade-Cone-Black, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Off-White-Volt-TD/Images/Nike-Air-Force-1-Low-Off-White-Volt-TD/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1545175518, 2018-12-19, 65, AF1L-OWVTD, 719, https://www.stockx.com/nike-air-force-1-low-off-white-volt-td, 300, 102, 149, 100
1825, Nike, Air Force, Air Force 1 High Just Don (AF100), White/White, https://stockx-360.imgix.net/nike-air-force-1-high-just-don-af100_TruView/Images/nike-air-force-1-high-just-don-af100_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-12-01, 200, AF1H-JSTDNAF100, 512, https://www.stockx.com/nike-air-force-1-high-just-don-af100, 280, 100, 178, -100
1826, Nike, Air Max, Air VaporMax Off-White Black, Black/Total Crimson-Clear, https://stockx-360.imgix.net/nike-air-vapormax-off-white-black_TruView/Images/nike-air-vapormax-off-white-black_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-30, 250, VPRMX-OFFWHTBLK, 5198, https://www.stockx.com/nike-air-vapormax-off-white-black, 1500, 386, 627, 100
1831, Nike, Air Force, Air Force 1 Mid Supreme NBA Black, Black/Black, https://stockx-360.imgix.net/nike-air-force-1-mid-supreme-nba-black_TruView/Images/nike-air-force-1-mid-supreme-nba-black_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-08, 165, AF1M-SUPNBABLK, 4506, https://www.stockx.com/nike-air-force-1-mid-supreme-nba-black, 650, 151, 230, 0
1836, Jordan, 1, Jordan 1 Retro High Spider-Man Origin Story (GS), Gym Red/Black-White-Photo Blue, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Origin-Story-GS/Images/Air-Jordan-1-Retro-High-Origin-Story-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546754307, 2018-12-14, 120, AJ1H-CCGS, 7819, https://www.stockx.com/air-jordan-1-retro-high-chicago-crystal-gs, 371, 146, 215, 0
1876, Nike, Basketball, Kyrie 4 Confetti, Multi-Color/Multi-Color, https://stockx-360.imgix.net/Nike-Kyrie-4-Confetti/Images/Nike-Kyrie-4-Confetti/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-12-16, 120, KYR4-CNFTTI, 687, https://www.stockx.com/nike-kyrie-4-confetti, 600, 141, 289, 140.83
1943, Jordan, 13, Jordan 13 Retro Wheat, Elemental Gold/Baroque Brown-Gum Yellow, https://stockx-360.imgix.net/Air-Jordan-13-Retro-Wheat/Images/Air-Jordan-13-Retro-Wheat/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-21, 190, NK-AJ13RW, 772, https://www.stockx.com/air-jordan-13-retro-wheat, 195, 80, 135, -100
1970, Jordan, 3, Jordan 3 Retro Hall of Fame, White/Fire Red-Cement Grey-Black, https://stockx-360.imgix.net/Air-Jordan-3-Retro-Katrina/Images/Air-Jordan-3-Retro-Katrina/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-12, 190, AJ3-KTRNA, 6780, https://www.stockx.com/air-jordan-3-retro-katrina, 400, 120, 209, 0
1986, Nike, Air Max, Air VaporMax 2 Rust Pink (W), Rust Pink/Storm Pink-Pink Tint, https://stockx-360.imgix.net/Nike-Air-VaporMax-2-Rust-Pink-W/Images/Nike-Air-VaporMax-2-Rust-Pink-W/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-07-13, 190, VPRMX2-RSTPNK, 949, https://www.stockx.com/nike-air-vapormax-2-rust-pink-w, 369, 110, 226, 0
2030, Jordan, 4, Jordan 4 Retro Tattoo (2018), Black/Fire Red-Black-White, https://stockx-360.imgix.net/Air-Jordan-4-Retro-Tattoo-2018/Images/Air-Jordan-4-Retro-Tattoo-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1541000841, 2018-12-29, 225, AJ4-SD18, 1069, https://www.stockx.com/air-jordan-4-retro-tattoo-singles-day-2018, 400, 170, 239, 0
2048, Nike, Kobe, Kobe 1 Protro Undefeated Camo, Deep Forest/Black-White, https://stockx-360.imgix.net/nike-kobe-1-protro-undefeated_TruView/Images/nike-kobe-1-protro-undefeated_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-16, 180, KB1PRTRO-UNDFTD, 1806, https://www.stockx.com/nike-kobe-1-protro-undefeated, 1200, 215, 431, 100
2060, Nike, SB, Nike Blazer Mid Off-White, White/Black-Muslin, https://stockx-360.imgix.net/Nike-Blazer-Mid-Off-White/Images/Nike-Blazer-Mid-Off-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-09-09, 130, BLZRM-OFFWHT, 690, https://www.stockx.com/nike-blazer-mid-off-white, 2500, 640, 992, 600
2072, Adidas, NMD, adidas Human Race NMD Pharrell Holi Festival (Pink Glow), Pink Glow/Flash Green/Lab Purple, https://stockx-360.imgix.net/adidas-human-race-nmd-pharrell-holi-festival-pink-glow_TruView/Images/adidas-human-race-nmd-pharrell-holi-festival-pink-glow_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-16, 250, AD-HRNMDPHFPKG, 4105, https://www.stockx.com/adidas-human-race-nmd-pharrell-holi-festival-pink-glow, 1000, 151, 330, 0
2076, Adidas, Yeezy, adidas Yeezy Boost 350 V2 Core Black Red, Core Black/Red/Core Black, https://stockx-360.imgix.net/adidas-yeezy-boost-350-v2-core-black-red_TruView/Images/adidas-yeezy-boost-350-v2-core-black-red_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-11-23, 220, YZY350V2-RED, 910, https://www.stockx.com/adidas-yeezy-boost-350-v2-core-black-red, 1575, 650, 929, 300
2083, Nike, Air Max, Air Max 97 Off-White Menta, Off White/Menta-Wolf Grey-White, https://stockx-360.imgix.net/Nike-Air-Max-97-Off-White-Menta/Images/Nike-Air-Max-97-Off-White-Menta/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538777407, 2018-10-18, 190, AM97-OWMNTA, 1262, https://www.stockx.com/nike-air-max-97-off-white-menta, 1600, 585, 765, 300
2138, Adidas, Ultraboost, adidas Ultra Boost 2.0 Silver Medal (2018), Core Black/Core Black/Silver Metallic, https://stockx-360.imgix.net/Adidas-Ultra-Boost-2-Silver-Medal-2018/Images/Adidas-Ultra-Boost-2-Silver-Medal-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546582483, 2018-10-19, 200, UB1-SM18, 1315, https://www.stockx.com/adidas-ultra-boost-1-silver-medal-2018, 330, 130, 175, -100
2216, Nike, Basketball, Air More Uptempo Scottie Pippen (2018), White/Black-University Red, https://stockx-360.imgix.net/Nike-Air-More-Uptempo-Scottie-Pippen-2018/Images/Nike-Air-More-Uptempo-Scottie-Pippen-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-23, 160, UPTEMPO-PIP18, 637, https://www.stockx.com/nike-air-more-uptempo-scottie-pippen-2018, 499, 118, 182, 0
2219, Nike, SB, Nike SB Gato Supreme Light Armory Blue, Light Armory Blue/White-Neutral Indigo, https://stockx-360.imgix.net/Nike-SB-Gato-Supreme-Light-Armory-Blue/Images/Nike-SB-Gato-Supreme-Light-Armory-Blue/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-30, 110, NK-SBGSLABL, 754, https://www.stockx.com/nike-sb-gato-supreme-light-armory-blue, 400, 75, 151, 0
2304, Jordan, 4, Jordan 4 Retro Oreo (2015), Black/Tech Grey-White, https://stockx-360.imgix.net/Air-Jordan-4-Retro-Oreo-Tech-Grey-2015_TruView/Images/Air-Jordan-4-Retro-Oreo-Tech-Grey-2015_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2015-02-21, 190, AJ4-OREO15, 933, https://www.stockx.com/jordan-4-retro-oreo-2015, 400, 140, 208, 0
2351, Adidas, NMD, adidas NMD Hu Pharrell Solar Pack Orange, White/Black/Orange, https://stockx-360.imgix.net/Adidas-NMD-Hu-Pharrell-Solar-Pack-Orange/Images/Adidas-NMD-Hu-Pharrell-Solar-Pack-Orange/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-18, 250, NMDHU-SLRPKORNG, 2172, https://www.stockx.com/adidas-nmd-hu-pharrell-solar-pack-orange, 465, 151, 257, 0
2366, Nike, Basketball, Air Fear Of God 1 SA Black, Black/White, https://stockx-360.imgix.net/Nike-Air-Fear-Of-God-1-SA-Black/Images/Nike-Air-Fear-Of-God-1-SA-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1545175727, 2018-12-15, 300, FOG1SA-BK, 722, https://www.stockx.com/nike-air-fear-of-god-1-sa-black, 1550, 415, 548, 82.67
2386, Nike, Air Max, Air VaporMax Plus Cargo Khaki, Cargo Khaki/Sequoia-Clay Green, https://stockx-360.imgix.net/Nike-Air-VaporMax-Plus-Cargo-Khaki/Images/Nike-Air-VaporMax-Plus-Cargo-Khaki/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546675230, 2018-01-25, 190, NK-AVPCK, 533, https://www.stockx.com/nike-air-vapormax-plus-cargo-khaki, 349, 130, 220, 0
2390, Jordan, 10, Jordan 10 Retro Light Smoke Grey, Light Smoke Grey/Black-University Red-White, https://stockx-360.imgix.net/Air-Jordan-10-Retro-Light-Smoke-Grey/Images/Air-Jordan-10-Retro-Light-Smoke-Grey/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-07-28, 190, AJ10-LGHTSMKGRY, 1230, https://www.stockx.com/air-jordan-10-retro-light-smoke-grey, 300, 125, 179, -100
2440, Jordan, 1, Jordan 1 Retro All Star 2017 "Chameleon", Black/Black-Metallic Silver-White, https://stockx-360.imgix.net/air-jordan-1-retro-all-star-2017_TruView/Images/air-jordan-1-retro-all-star-2017_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-02-19, 175, AJ1-AS17, 1555, https://www.stockx.com/air-jordan-1-retro-all-star-2017, 500, 140, 269, 0
2445, Jordan, 1, Jordan 1 Mid Deep Royal Blue Black, Deep Royal Blue/Black-White-University Red, https://stockx-360.imgix.net/Air-Jordan-1-Mid-Deep-Royal-Blue-Black/Images/Air-Jordan-1-Mid-Deep-Royal-Blue-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1547151524, 2019-01-01, 120, AJ1M-DRBBK, 836, https://www.stockx.com/air-jordan-1-mid-deep-royal-blue-black, 198, 80, 135, 0
2449, Nike, Air Force, Air Force 1 Low Playstation (2018), Black/Varsity Royal-White, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Playstation-2018/Images/Nike-Air-Force-1-Low-Playstation-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-12, 200, AF1L-PS18, 984, https://www.stockx.com/nike-air-force-1-low-playstation-2018, 1000, 220, 380, 0
2469, Nike, SB, Nike SB Dunk Mid White Widow, Sail/Gym Red-Fresh Mint, https://stockx-360.imgix.net/Nike-SB-Dunk-Mid-White-Widow/Images/Nike-SB-Dunk-Mid-White-Widow/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-20, 100, SBDNKM-WHTWDW, 1226, https://www.stockx.com/nike-sb-dunk-mid-white-widow, 295, 65, 136, 0
2494, Nike, Air Max, Air Max 95 Atmos We Love Nike (Bright Crimson), Black/Bright Crimson-Medium Ash, https://stockx-360.imgix.net/Nike-Air-Max-95-Atmos-We-Love-Nike-Bright-Crimson/Images/Nike-Air-Max-95-Atmos-We-Love-Nike-Bright-Crimson/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1545234076, 2018-05-17, 170, NK-AM95AWLNKBC, 507, https://www.stockx.com/nike-air-max-95-atmos-we-love-nike-bright-crimson, 265, 50, 132, -100
2538, Nike, Air Max, Air Max 95 Atmos Animal Pack 2.0 (2018 All Black Box), Pony/Sport Red-Black-Classic Green, https://stockx-360.imgix.net/Nike-Air-Max-95-Atmos-Animal-Pack-2-2018-Black-Box/Images/Nike-Air-Max-95-Atmos-Animal-Pack-2-2018-Black-Box/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-17, 200, AM95-ANMLPK18BB, 1521, https://www.stockx.com/nike-air-max-95-atmos-animal-pack-2-2018-black-box, 1595, 160, 364, 0
2549, Nike, Foamposite, Air Foamposite One Big Bang, Team Orange/Dark Grey-Black, https://stockx-360.imgix.net/Nike-Air-Foamposite-One-Nebula-Alternate-Galaxy/Images/Nike-Air-Foamposite-One-Nebula-Alternate-Galaxy/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-01-04, 230, FOAM1-BBNG, 3152, https://www.stockx.com/nike-air-foamposite-alternate-galaxy, 920, 310, 502, 100
2586, Adidas, Ultraboost, adidas Ultra Boost 4.0 Breast Cancer Awareness, Cloud White/Core Black/Shock Pink, https://stockx-360.imgix.net/Adidas-Ultra-Boost-4-Breast-Cancer-Awareness/Images/Adidas-Ultra-Boost-4-Breast-Cancer-Awareness/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-09-01, 180, ADIULBST4-BCA, 2610, https://www.stockx.com/adidas-ultra-boost-4-breast-cancer-awareness, 299, 65, 162, -100
2587, Nike, Other, Air Presto Off-White, Black/Black-Muslin, https://stockx-360.imgix.net/nike-air-presto-off-white_TruView/Images/nike-air-presto-off-white_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-09-09, 160, PRESTO-OFFWHT, 953, https://www.stockx.com/nike-air-presto-off-white, 2250, 905, 1528, 800
2596, Nike, Air Max, Air Max 95 Carhartt WIP Camo, Black/Total Orange-Sail, https://stockx-360.imgix.net/Nike-Air-Max-95-Carhartt-WIP-Camo/Images/Nike-Air-Max-95-Carhartt-WIP-Camo/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1542772301, 2018-12-06, 170, AM95-CWIPC, 770, https://www.stockx.com/nike-air-max-95-carhartt-wip-camo, 350, 105, 182, 0
2602, Adidas, Other, adidas EQT Support 93-17 Triple Black, Core Black/Core Black/Core Black, https://stockx-360.imgix.net/Adidas-EQT-Support-93-17-Triple-Black/Images/Adidas-EQT-Support-93-17-Triple-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-24, 180, AD-EQTS9317TBL, 1185, https://www.stockx.com/adidas-eqt-support-93-17-triple-black, 240, 60, 112, -100
2618, Adidas, Ultraboost, adidas Ultra Boost 4.0 Core Black (W), Core Black/Core Black/Core Black, https://stockx.imgix.net/Adidas-Ultra-Boost-4-Core-Black-W.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2017-11-27, 180, AD-UB4CBKW, 576, https://www.stockx.com/adidas-ultra-boost-4-core-black-w, 220, 75, 128, -100
2649, Other, Puma, Puma RS-0 SEGA Sonic the Hedgehog, Surf The Web Blue, https://stockx-360.imgix.net/Puma-RS-0-Sega-Sonic-The-Hedgehog/Images/Puma-RS-0-Sega-Sonic-The-Hedgehog/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-12, 130, RS0-SONIC, 557, https://www.stockx.com/puma-rs-0-sega-sonic-the-hedgehog, 420, 65, 197, 0
2652, Nike, Air Force, Air Force 1 Low Skeleton Halloween (2018), White/White-White, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Skeleton-Halloween-2018/Images/Nike-Air-Force-1-Low-Skeleton-Halloween-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546587346, 2018-10-31, 130, AF1L-SKLTN, 1260, https://www.stockx.com/nike-air-force-1-low-skeleton-halloween-2018, 400, 115, 162, 0
2662, Adidas, NMD, adidas NMD R2 Japan Core Black, Core Black/Core Black/Utility Grey, https://stockx.imgix.net/Adidas-NMD-R2-Japan-Core-Black.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2017-10-13, 170, ADINMD2-JPCRBLK, 576, https://www.stockx.com/adidas-nmd-r2-japan-core-black, 200, 70, 127, -100
2710, Adidas, NMD, adidas Human Race NMD Pharrell Oreo, Core Black/Footwear White/Footwear White, https://stockx-360.imgix.net/adidas-human-race-nmd-pharrell-oreo_TruView/Images/adidas-human-race-nmd-pharrell-oreo_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-11, 240, HMNRCNMD-OREO, 1313, https://www.stockx.com/adidas-human-race-nmd-pharrell-oreo, 628, 220, 456, 0
2734, Adidas, Ultraboost, adidas Ultra Boost Lux Sneakersnstuff x Social Status Vintage White, Vintage White/Chalk White/Clear Brown, https://stockx-360.imgix.net/Adidas-Ultra-Boost-Sneakersnstuff-X-Social-Status-Lux-Vintage-White/Images/Adidas-Ultra-Boost-Sneakersnstuff-X-Social-Status-Lux-Vintage-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-12-20, 200, AD-UBSXSSLVWT, 1233, https://www.stockx.com/adidas-ultra-boost-sneakersnstuff-x-social-status-lux-vintage-white, 230, 90, 138, -100
2764, Jordan, 1, Jordan 1 Retro Bred "Banned" (2016), Black/Varsity Red-White, https://stockx-360.imgix.net/Air-Jordan-1-Retro-Bred-2016_TruView/Images/Air-Jordan-1-Retro-Bred-2016_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-09-03, 160, AJ1-BRED16, 2602, https://www.stockx.com/jordan-1-retro-bred-2016, 677, 120, 451, 100
2784, Adidas, Ultraboost, adidas Ultra Boost 4.0 Core Black, Core Black/Core Black/Core Black, https://stockx-360.imgix.net/Adidas-Ultra-Boost-4pt0-Core-Black/Images/Adidas-Ultra-Boost-4pt0-Core-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-30, 180, ADIULBST4-CRBLK, 3500, https://www.stockx.com/adidas-ultra-boost-4pt0-core-black, 250, 75, 137, -100
2811, Jordan, 1, Jordan 1 Retro High Gatorade Blue Lagoon, Blue Lagoon/Blue Lagoon, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Gatorade-Blue-Lagoon/Images/Air-Jordan-1-Retro-High-Gatorade-Blue-Lagoon/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-12-26, 175, AJ1H-G8RDBLULGN, 1107, https://www.stockx.com/air-jordan-1-retro-high-gatorade-blue-lagoon, 249, 75, 130, -100
2826, Nike, Basketball, Nike Blazer Mid Off-White All Hallow's Eve, Canvas/Total Orange-Pale Vanilla-Black, https://stockx-360.imgix.net/Nike-Blazer-Mid-Off-White-All-Hallows-Eve/Images/Nike-Blazer-Mid-Off-White-All-Hallows-Eve/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-10-03, 130, NK-BMOWTAHE, 5318, https://www.stockx.com/nike-blazer-mid-off-white-all-hallows-eve, 1500, 401, 608, 300
2830, Nike, Air Max, Air Max 97 Metallic Gold (GS), Metallic Gold/Varsity Red-White-Back, https://stockx-360.imgix.net/Nike-Air-Max-97-Metallic-Gold-2018-GS/Images/Nike-Air-Max-97-Metallic-Gold-2018-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546674305, 2018-05-17, 150, NK-AM97MGD18GS, 784, https://www.stockx.com/nike-air-max-97-metallic-gold-2018-gs, 226, 90, 149, -100
2874, Nike, SB, Nike SB Dunk High Humidity, Metallic Gold/Metallic Gold-Black, https://stockx-360.imgix.net/Nike-SB-Dunk-High-Humidity/Images/Nike-SB-Dunk-High-Humidity/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538777580, 2018-09-22, 110, SBDNKH-HMDT, 1475, https://www.stockx.com/nike-sb-dunk-high-humidity, 1065, 125, 209, 0
2915, Jordan, 1, Jordan 1 Retro High Wings, Black/Black-Metallic Gold, https://stockx-360.imgix.net/air-jordan-1-retro-high-wings_TruView/Images/air-jordan-1-retro-high-wings_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-05-17, 200, AJ1H-WINGS, 1092, https://www.stockx.com/air-jordan-1-retro-high-wings, 400, 113, 186, -100
2987, Nike, Lebron, LeBron 16 HFR (W), Sail/Light Bone-White, https://stockx-360.imgix.net/Nike-LeBron-16-HFR-W/Images/Nike-LeBron-16-HFR-W/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546676337, 2018-09-07, 250, L16-HFRW, 706, https://www.stockx.com/nike-lebron-16-hfr-w, 900, 207, 353, 0
2998, Adidas, Yeezy, adidas Yeezy 500 Blush, Blush/Blush/Blush, https://stockx-360.imgix.net/Adidas-Yeezy-500-Blush/Images/Adidas-Yeezy-500-Blush/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-16, 200, YZY500-BLSH, 37816, https://www.stockx.com/adidas-yeezy-500-blush, 1500, 200, 296, 0
