pk, brand, type, name, colorway, image, release_date, retail_price, ticker, total_sales, url, year_high, year_low, avg_sale_price, premium
7824, Nike, Air Max, Air Max 98 White, White/Pure Platinum-Black-Reflect Silver, https://stockx.imgix.net/Nike-Air-Max-98-White.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2018-02-28, 160, AM98-WHT, 505, https://www.stockx.com/nike-air-max-98-white, 349, 100, 172, 0
7870, Jordan, 4, Jordan 4 Retro Royalty, Black/Metallic Gold-White, https://stockx-360.imgix.net/air-jordan-4-retro-royalty_TruView/Images/air-jordan-4-retro-royalty_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-02-04, 190, AJ4-RYLTY, 1388, https://www.stockx.com/air-jordan-4-retro-royalty, 400, 146, 240, 0
7879, Jordan, 3, Jordan 3 Retro Tinker Hatfield, White/Black-Fire Red-Cement Grey, https://stockx-360.imgix.net/Air-Jordan-3-Retro-Tinker-Hatfield/Images/Air-Jordan-3-Retro-Tinker-Hatfield/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-24, 200, AJ3-TNKR, 10424, https://www.stockx.com/air-jordan-3-retro-tinker-hatfield, 1200, 160, 265, 0
7923, Adidas, Yeezy, adidas Yeezy 500 Utility Black, Utility Black/Utility Black/Utility Black, https://stockx-360.imgix.net/Adidas-Yeezy-500-Utility-Black/Images/Adidas-Yeezy-500-Utility-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-07-07, 200, YZY500-UTLTYBLK, 22694, https://www.stockx.com/adidas-yeezy-500-utility-black, 1000, 190, 288, 0
7924, Adidas, Other, adidas Yung-1 Hi-Res Orange, Hi-Res Orange/Hi-Res Orange/Shock Yellow, https://stockx-360.imgix.net/Adidas-Yung-1-Hi-Res-Orange/Images/Adidas-Yung-1-Hi-Res-Orange/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-20, 130, YUNG1-HIRSORNG, 1337, https://www.stockx.com/adidas-yung-1-hi-res-orange, 300, 71, 135, 0
7986, Jordan, 3, Jordan 3 Retro Quai54 (2018), Black/Black-Electric Green-Infrared 23, https://stockx-360.imgix.net/Air-Jordan-3-Retro-Quai54-2018/Images/Air-Jordan-3-Retro-Quai54-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-07-07, 180, AJ3-Q5418, 1414, https://www.stockx.com/air-jordan-3-retro-quai54-2018, 421, 150, 263, 0
7990, Jordan, 11, Jordan 11 Retro Low Barons, Black/Metallic Silver-White, https://stockx-360.imgix.net/air-jordan-11-retro-low-barons_TruView/Images/air-jordan-11-retro-low-barons_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548444897, 2017-05-27, 175, AJ11L-BRNS, 841, https://www.stockx.com/air-jordan-11-retro-low-barons, 355, 152, 231, 0
8042, Adidas, Other, adidas Deerupt Dragon Ball Z Son Gohan, Shock Purple/Red Night/Shock Yellow, https://stockx-360.imgix.net/Adidas-Deerupt-Dragon-Ball-Z-Son-Gohan/Images/Adidas-Deerupt-Dragon-Ball-Z-Son-Gohan/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1543951575, 2018-11-24, 100, DRPT-DBZSG, 1730, https://www.stockx.com/adidas-deerupt-dragon-ball-z-son-gohan, 400, 90, 192, 0
8072, Jordan, 1, Jordan 1 Mid White Black (GS), White/Black-White, https://stockx-360.imgix.net/Air-Jordan-1-Mid-White-Black-GS/Images/Air-Jordan-1-Mid-White-Black-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546583289, 2018-11-01, 90, AJ1M-WHTBKGS, 1429, https://www.stockx.com/air-jordan-1-mid-white-black-gs, 225, 70, 126, 0
8080, Jordan, 12, Jordan 12 Retro Doernbecher (2017), Black/Pink Blast-Hyper Violet, https://stockx-360.imgix.net/air-jordan-12-retro-doernbecher-2017_TruView/Images/air-jordan-12-retro-doernbecher-2017_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-18, 190, AJ12-DB17, 507, https://www.stockx.com/air-jordan-12-retro-doernbecher-2017, 359, 160, 254, 0
8085, Jordan, 4, Jordan 4 Retro Toro Bravo, Fire Red/White-Black-Cement Grey, https://stockx-360.imgix.net/Air-Jordan-4-Retro-Toro-Bravo_TruView/Images/Air-Jordan-4-Retro-Toro-Bravo_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2013-07-13, 160, AJ4-TOROB, 747, https://www.stockx.com/jordan-4-retro-toro-bravo, 500, 260, 348, 100
8173, Jordan, 3, Jordan 3 Retro Black Cement 2018 (GS), Black/Fire Red-Cement Grey-White, https://stockx-360.imgix.net/Air-Jordan-3-Retro-Black-Cement-2018-GS/Images/Air-Jordan-3-Retro-Black-Cement-2018-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546584053, 2018-02-17, 140, AJ3-BLKCMNT18GS, 2332, https://www.stockx.com/air-jordan-3-retro-black-cement-2018-gs, 195, 70, 120, -100
8205, Jordan, 1, Jordan 1 Retro High Union Los Angeles Black Toe, White/Black-Varsity Red-Wolf Grey, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Union-Los-Angeles-Black-Toe/Images/Air-Jordan-1-Retro-High-Union-Los-Angeles-Black-Toe/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544832311, 2018-11-17, 190, AJ1H-UNLABKT, 4252, https://www.stockx.com/air-jordan-1-retro-high-union-los-angeles-black-toe, 1520, 420, 677, 200
8290, Other, Converse, Converse Chuck Taylor All-Star 70s Hi Comme des Garcons PLAY Black, Black/White-High Risk Red, https://stockx-360.imgix.net/Converse-Chuck-Taylor-All-Star-70s-Hi-Comme-Des-Garcons-PLAY-Black/Images/Converse-Chuck-Taylor-All-Star-70s-Hi-Comme-Des-Garcons-PLAY-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546586502, --, 125, CV-CTAS7HCDGPBK, 1980, https://www.stockx.com/converse-chuck-taylor-all-star-70s-hi-comme-des-garcons-play-black, 250, 91, 153, 0
8308, Jordan, 3, Jordan 3 Retro Chlorophyll, Light Smoke Grey/Chlorophyll-Black-White, https://stockx-360.imgix.net/Air-Jordan-3-Retro-Chlorophyll/Images/Air-Jordan-3-Retro-Chlorophyll/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1540493663, 2018-11-10, 190, AJ3-CHLR, 1720, https://www.stockx.com/air-jordan-3-retro-chlorophyll, 260, 90, 142, -100
8322, Jordan, 1, Jordan 1 Retro High City of Flight, Black/Metallic Gold-Summit White, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-LA-Black-Gold/Images/Air-Jordan-1-Retro-High-LA-Black-Gold/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546679083, 2018-01-10, 160, AJ1H-LAASBLKGLD, 1159, https://www.stockx.com/air-jordan-1-retro-high-la-black-gold, 225, 48, 105, -100
8327, Nike, Air Max, Air Max Deluxe Photo Blue Orange Peel, Photo Blue/Wolf Grey-Orange Peel-Black, https://stockx-360.imgix.net/Nike-Air-Max-Deluxe-Photo-Blue-Orange-Peel/Images/Nike-Air-Max-Deluxe-Photo-Blue-Orange-Peel/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-07-12, 180, NK.AMDPBLOP, 599, https://www.stockx.com/nike-air-max-deluxe-photo-blue-orange-peel, 400, 81, 183, 0
8337, Nike, Air Max, Air Max 90 Off-White, Sail/White-Muslin, https://stockx-360.imgix.net/Nike-Air-Max-90-Off-White/Images/Nike-Air-Max-90-Off-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-09-09, 160, AM90-OFFWHT, 914, https://www.stockx.com/nike-air-max-90-off-white, 2000, 610, 872, 400
8339, Jordan, 12, Jordan 12 Retro Winter Black (GS), Black/Black-Anthracite, https://stockx.imgix.net/Air-Jordan-12-Retro-Winter-GS.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1543556812, 2018-12-15, 140, AJ12W-BKGS, 647, https://www.stockx.com/air-jordan-12-retro-winter-black-gs, 213, 100, 162, 0
8341, Jordan, 1, Jordan 1 Retro High OG Sail (GS), Sail/University Red, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-OG-Essentials-Sail-GS/Images/Air-Jordan-1-Retro-High-OG-Essentials-Sail-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546583549, 2017-08-01, 120, AJ1H-SAILGS, 571, https://www.stockx.com/air-jordan-1-retro-essentials-sail-gs, 159, 40, 101, -100
8375, Nike, Foamposite, Air Foamposite One Eggplant (2017), Black/Varsity Purple-Varsity Purple, https://stockx-360.imgix.net/nike-air-foamposite-one-eggplant-2017_TruView/Images/nike-air-foamposite-one-eggplant-2017_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-07-29, 230, FOAM1-EGPLNT17, 796, https://www.stockx.com/nike-air-foamposite-one-eggplant-2017, 300, 100, 215, -100
8381, Adidas, NMD, adidas NMD R1 Sashiko White, Running White/Core Black/Running White, https://stockx.imgix.net/Adidas-NMD-R1-Zebra-White.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2017-08-18, 170, ADINMD1-SHKOWHT, 761, https://www.stockx.com/adidas-nmd-r1-sashiko-zebra-white, 205, 55, 108, -100
8430, Nike, Air Force, Air Force 1 Low Easter (2018), Ice Blue/Sail-Hyper Turquoise, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Easter-2018/Images/Nike-Air-Force-1-Low-Easter-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-25, 130, AF1L-EASTER18, 1284, https://www.stockx.com/nike-air-force-1-low-easter-2018, 250, 50, 108, -100
8535, Jordan, 9, Jordan 9 Retro OG (2016), White/Black-True Red, https://stockx-360.imgix.net/air-jordan-9-retro-og-2016_TruView/Images/air-jordan-9-retro-og-2016_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-12-03, 190, AJ9-OG16, 893, https://www.stockx.com/air-jordan-9-retro-og-2016, 335, 127, 239, 0
8548, Adidas, Ultraboost, adidas Ultra Boost Clima White, Footwear White/Footwear White/Clear Brown, https://stockx-360.imgix.net/adidas-ultra-boost-clima-white_TruView/Images/adidas-ultra-boost-clima-white_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-13, 200, AD-UBCWT, 549, https://www.stockx.com/adidas-ultra-boost-clima-white, 300, 74, 152, -100
8554, Nike, Air Max, Air VaporMax 95 Neon, Black/Volt-Medium Ash-Dark Pewter-Dust-Granite, https://stockx-360.imgix.net/Nike-Air-VaporMax-95-Neon/Images/Nike-Air-VaporMax-95-Neon/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-16, 190, VPRMX95-NEON, 1058, https://www.stockx.com/nike-air-vapormax-95-neon, 350, 100, 174, -100
8561, Jordan, 4, Jordan 4 Retro Levi's Black (Blank Tag), Black/Black-Black, https://stockx-360.imgix.net/Air-Jordan-4-Retro-Levis-Black-Blank-Tag/Images/Air-Jordan-4-Retro-Levis-Black-Blank-Tag/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546584118, 2018-06-30, 225, AJ4-LEVISBLKBT, 974, https://www.stockx.com/air-jordan-4-retro-levis-black-blank-tag, 599, 216, 294, 0
8563, Jordan, 16-33, Jordan 18 Retro Toro, Gym Red/Black, https://stockx-360.imgix.net/Air-Jordan-18-Retro-Red-Suede_TruView/Images/Air-Jordan-18-Retro-Red-Suede_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546585572, 2018-04-07, 225, AJ18-RED, 1693, https://www.stockx.com/air-jordan-18-retro-red-suede, 500, 164, 270, 0
8564, Nike, Air Max, Air VaporMax Plus Grape, White/Fierce Purple-Aurora Green-Black, https://stockx-360.imgix.net/Nike-Air-VaporMax-Plus-Grape/Images/Nike-Air-VaporMax-Plus-Grape/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-06, 190, VPRMXPLS-GRAPE, 1578, https://www.stockx.com/nike-air-vapormax-plus-grape, 500, 125, 203, 0
8566, Adidas, Yeezy, adidas Yeezy Boost 750 Light Brown Gum (Chocolate), Light Brown/Light Brown/Gum, https://stockx-360.imgix.net/adidas-yeezy-boost-750-light-brown-glow_TruView/Images/adidas-yeezy-boost-750-light-brown-glow_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-10-15, 350, YZY750-BROWNGUM, 689, https://www.stockx.com/adidas-yeezy-boost-750-chocolate-light-brown-gum, 1000, 450, 714, 100
8581, Jordan, 8, Jordan 8 Retro Aqua (2015), Black/Bright Concord-Aqua Tone, https://stockx-360.imgix.net/Air-Jordan-8-Retro-Aqua-2015_TruView/Images/Air-Jordan-8-Retro-Aqua-2015_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1549049843, 2015-11-27, 190, AJ8-AQUA15, 1045, https://www.stockx.com/jordan-8-retro-aqua-2015, 310, 75, 200, 0
8603, Adidas, Ultraboost, adidas Ultra Boost OG (2018), Core Black/Core Black/Gold Metallic, https://stockx-360.imgix.net/Adidas-Ultra-Boost-OG-2018/Images/Adidas-Ultra-Boost-OG-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544657277, 2018-12-01, 180, UB1-OG18, 2124, https://www.stockx.com/adidas-ultra-boost-og-2018, 280, 110, 188, 0
8618, Jordan, 1, Jordan 1 Retro High Clay Green, Summit White/Clay Green-Black, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Clay-Green/Images/Air-Jordan-1-Retro-High-Clay-Green/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-01, 160, AJ1H-CLYGRN, 8002, https://www.stockx.com/air-jordan-1-retro-high-clay-green, 465, 120, 222, 0
8632, Jordan, 11, Jordan 11 Retro Low Midnight Navy, Midnight Navy/White-Light Gum Brown, https://stockx-360.imgix.net/Air-Jordan-11-Retro-Low-Midnight-Navy_TruView/Images/Air-Jordan-11-Retro-Low-Midnight-Navy_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-06-04, 170, AJ11L-MIDNAVY, 740, https://www.stockx.com/jordan-11-retro-low-midnight-navy, 320, 135, 205, 0
8648, Nike, KD, KD 4 Think 16 (Thunderstruck), White/Photo Blue-Wolf Grey-Black, https://stockx-360.imgix.net/Nike-KD-4-Think-16-Thunderstruck/Images/Nike-KD-4-Think-16-Thunderstruck/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-07, 140, KD4-THNK16, 943, https://www.stockx.com/nike-kd-4-think-16-thunderstruck, 275, 60, 129, -100
8650, Jordan, 13, Jordan 13 Retro Altitude (2017), Black/Altitude Green, https://stockx-360.imgix.net/air-jordan-13-retro-altitudes-2017_TruView/Images/air-jordan-13-retro-altitudes-2017_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548139294, 2017-12-21, 190, AJ13-ALT17, 1157, https://www.stockx.com/air-jordan-13-retro-altitudes-2017, 248, 80, 143, -100
8659, Adidas, Ultraboost, adidas Ultra Boost 2.0 Multi-Color, White/White/Red, https://stockx-360.imgix.net/Adidas-Ultra-Boost-Multi-Color_TruView/Images/Adidas-Ultra-Boost-Multi-Color_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-07-27, 180, AD-UBMC, 1606, https://www.stockx.com/adidas-ultra-boost-multi-color, 420, 138, 219, 0
8668, Adidas, NMD, adidas NMD Hu Pharrell Inspiration Pack Powder Blue, Powder Blue/Light Pink/Orange, https://stockx-360.imgix.net/Adidas-NMD-Hu-Pharrell-Inspiration-Pack-Powder-Blue/Images/Adidas-NMD-Hu-Pharrell-Inspiration-Pack-Powder-Blue/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1543952047, 2018-11-10, 250, NMDH-IPPB, 1358, https://www.stockx.com/adidas-nmd-hu-pharrell-inspiration-pack-powder-blue, 450, 130, 195, -100
8708, Nike, Lebron, LeBron 15 Rust Pink, Rust Pink/Metallic Gold-Black, https://stockx-360.imgix.net/Nike-Lebron-15-All-Star-2018_TruView/Images/Nike-Lebron-15-All-Star-2018_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546756774, 2018-03-11, 185, L15-AS18, 683, https://www.stockx.com/nike-lebron-15-all-star-2018, 400, 100, 181, -100
8725, Jordan, 10, Jordan 10 Retro Russell Westbrook Class of 2006, White/Black-University Red-Hyper Royal, https://stockx-360.imgix.net/Air-Jordan-10-Retro-Russell-Westbrook-Class-Of-2006/Images/Air-Jordan-10-Retro-Russell-Westbrook-Class-Of-2006/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-30, 190, AJ10-RWCLO06, 889, https://www.stockx.com/air-jordan-10-retro-russell-westbrook-class-of-2006, 250, 95, 159, -100
8762, Jordan, 6, Jordan 6 Retro Sport Blue (2014), White/Sport Blue-Black, https://stockx-360.imgix.net/Air-Jordan-6-Retro-Sport-Blue-2014_TruView/Images/Air-Jordan-6-Retro-Sport-Blue-2014_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2014-08-30, 170, AJ6-SPBL14, 628, https://www.stockx.com/jordan-6-retro-sport-blue-2014, 269, 120, 190, 0
8772, Jordan, 4, Jordan 4 Retro Columbia (2015), White/Legend Blue-Midnight Navy, https://stockx.imgix.net/Air-Jordan-4-Retro-Columbia-2015.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2015-01-10, 190, AJ4-COL15, 776, https://www.stockx.com/jordan-4-retro-columbia-2015, 284, 100, 199, 0
8790, Adidas, NMD, adidas Human Race NMD Pharrell Holi Festival (Chalk Coral), Chalk Coral/Flash Green-Lab Purple, https://stockx-360.imgix.net/adidas-human-race-nmd-pharrell-holi-festival_TruView/Images/adidas-human-race-nmd-pharrell-holi-festival_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-16, 250, HMNRCNMD-PWHOLI, 4187, https://www.stockx.com/adidas-human-race-nmd-pharrell-holi-festival, 1250, 180, 349, 0
8792, Nike, Air Max, Air Max 97 Country Camo (USA), Medium Olive/Black-Desert Sand-Ridgerock, https://stockx.imgix.net/Nike-Air-Max-97-Country-Camo-USA.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2017-12-21, 180, AM97-CAMOUSA, 568, https://www.stockx.com/nike-air-max-97-country-camo-usa, 305, 104, 152, -100
8810, Jordan, 3, Jordan 3 Retro Black Cement (2018), Black/Fire Red-Cement Grey-White, https://stockx-360.imgix.net/Air-Jordan-3-Retro-Black-Cement-2018/Images/Air-Jordan-3-Retro-Black-Cement-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-17, 200, AJ3-BLKCMNT18, 22834, https://www.stockx.com/air-jordan-3-retro-black-cement-2018, 349, 150, 242, 0
8817, Adidas, Yeezy, adidas Yeezy Boost 350 V2 Semi Frozen Yellow, Semi Frozen Yellow/Raw Steel/Red, https://stockx-360.imgix.net/Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow/Images/Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-18, 220, AD-YB350VSFY, 14075, https://www.stockx.com/adidas-yeezy-boost-350-v2-semi-frozen-yellow, 1400, 210, 326, 0
8845, Jordan, 12, Jordan 12 Retro French Blue (2016), White/French Blue-Metallic Silver-Varsity Red, https://stockx-360.imgix.net/air-jordan-12-retro-french-blue-2016_TruView/Images/air-jordan-12-retro-french-blue-2016_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-04-02, 190, AJ12-FRNCHBLU16, 1104, https://www.stockx.com/jordan-12-retro-french-blue-2016, 350, 181, 237, 0
8869, Jordan, 1, Jordan 1 Retro Chicago (2015), White/Varsity Red-Black, https://stockx-360.imgix.net/Air-Jordan-1-Retro-Chicago-2015_TruView/Images/Air-Jordan-1-Retro-Chicago-2015_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546586722, 2015-05-30, 160, AJ1-CHI15, 870, https://www.stockx.com/jordan-1-retro-chicago-2015, 1000, 193, 644, 300
8873, Adidas, Ultraboost, adidas Ultra Boost 4.0 A Ma Maniere x Invincible Cashmere Wool, Chalk White/Footwear White/Chalk White, https://stockx-360.imgix.net/Adidas-Ultra-Boost-4pt0-A-Ma-Maniere-X-Invincible-Cashmere-Wool/Images/Adidas-Ultra-Boost-4pt0-A-Ma-Maniere-X-Invincible-Cashmere-Wool/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-12-16, 200, AD-UB4PAMMXICW, 774, https://www.stockx.com/adidas-ultra-boost-4pt0-a-ma-maniere-x-invincible-cashmere-wool, 329, 126, 220, 0
8898, Jordan, 5, Jordan 5 Retro Paris Saint-Germain, Black/Challenge Red-White, https://stockx-360.imgix.net/Air-Jordan-5-Retro-Paris-Saint-Germain/Images/Air-Jordan-5-Retro-Paris-Saint-Germain/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-09-14, 225, AJ5-PSG, 3436, https://www.stockx.com/air-jordan-5-retro-paris-saint-germain, 525, 150, 252, 0
8914, Nike, Air Max, Air VaporMax 97 Grape, White/Aqua-Varsity Purple-Metallic Silver-Persian Violet, https://stockx-360.imgix.net/Nike-Air-VaporMax-97-Grape/Images/Nike-Air-VaporMax-97-Grape/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-21, 190, VPRMX97-GRAPE, 646, https://www.stockx.com/nike-air-vapormax-97-grape, 300, 88, 142, -100
8942, Nike, Air Max, Air Max 1 Just Do It Pack Orange, Total Orange/White-Black, https://stockx.imgix.net/Nike-Air-Max-1-Just-Do-It-Pack-Orange.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2018-06-28, 130, AM1-JDIORNG, 790, https://www.stockx.com/nike-air-max-1-just-do-it-pack-orange, 265, --, 154, 0
8949, Jordan, 1, Jordan 1 Retro High Bred Toe, Gym Red/Black-Summit White, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Bred-Toe/Images/Air-Jordan-1-Retro-High-Bred-Toe/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-24, 160, AJ1H-BREDTOE, 18637, https://www.stockx.com/air-jordan-1-retro-high-bred-toe, 750, 100, 311, 0
8964, Nike, Air Max, Air Max 1 Atmos Elephant (2017), Medium Grey/Clear Jade-Black-White, https://stockx-360.imgix.net/Nike-Air-Max-1-Atmos-Elephant-2017_TruView/Images/Nike-Air-Max-1-Atmos-Elephant-2017_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548445616, 2017-03-18, 150, AM90-ATMOS17, 509, https://www.stockx.com/nike-air-max-1-atmos-2017, 954, 290, 524, 200
8978, Adidas, Ultraboost, adidas Ultra Boost 2.0 Gold Medal, Core Black/Metallic Gold, https://stockx-360.imgix.net/Adidas-Ultra-Boost-Gold-Medal_TruView/Images/Adidas-Ultra-Boost-Gold-Medal_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548444674, 2016-08-17, 200, AD-UBGDM, 511, https://www.stockx.com/adidas-ultra-boost-gold-medal, 520, 123, 203, 0
8997, Jordan, 5, Jordan 5 Retro P51 Camo, Dark Stucco/University Red-River Rock, https://stockx-360.imgix.net/air-jordan-5-retro-p51-camo_TruView/Images/air-jordan-5-retro-p51-camo_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548139217, 2017-09-02, 190, AJ5-P51CAMO, 821, https://www.stockx.com/air-jordan-5-retro-p51-camo, 205, 66, 142, -100
9087, Jordan, 1, Jordan 1 Mid Reverse New Love, Black/University Gold-White, https://stockx.imgix.net/Air-Jordan-1-Mid-Reverse-New-Love.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2018-06-15, 110, AJ1M-REVNWLV, 552, https://www.stockx.com/air-jordan-1-mid-reverse-new-love, 209, 66, 121, 0
9089, Nike, Air Force, Air Force 1 Low Just Do It Pack Total Orange, Total Orange/Total Orange-Black-White, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Just-Do-It-Pack-Total-Orange/Images/Nike-Air-Force-1-Low-Just-Do-It-Pack-Total-Orange/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-28, 130, AF1L-JDITTLORNG, 1027, https://www.stockx.com/nike-air-force-1-low-just-do-it-pack-total-orange, 300, 66, 143, 0
9120, Nike, Basketball, Kyrie 4 Day of the Dead, Team Orange/Black-Multi-Color, https://stockx-360.imgix.net/Nike-Kyrie-4-Day-Of-The-Dead/Images/Nike-Kyrie-4-Day-Of-The-Dead/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546676170, 2018-11-01, 130, KYR4-DOTD, 626, https://www.stockx.com/nike-kyrie-4-day-of-the-dead, 217, 85, 149, 0
9124, Nike, Air Force, Nike SF Air Force 1 High Triple Black, Black/Black, https://stockx-360.imgix.net/Nike-SF-Air-Force-1-High-Triple-Black/Images/Nike-SF-Air-Force-1-High-Triple-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-24, 185, SFAF1H-TRPLBLK, 632, https://www.stockx.com/nike-sf-air-force-1-high-triple-black, 200, 60, 115, -100
9127, Nike, Foamposite, Air Foamposite One Royal Blue XX 20th Anniversary (2017), Dark Neon Royal/Black-White, https://stockx-360.imgix.net/air-foamposite-one-royal-blue-20th-anniversary_TruView/Images/air-foamposite-one-royal-blue-20th-anniversary_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548139163, 2017-01-20, 230, FOAM1-ROYAL16, 650, https://www.stockx.com/air-foamposite-one-royal-blue-20th-anniversary, 350, 145, 226, -100
9138, Nike, Air Force, Air Force 1 Low Taiwan (2018), White/Varsity Red, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Taiwan-2018/Images/Nike-Air-Force-1-Low-Taiwan-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-3-9 C, 130, AF1L-TAIWAN18, 623, https://www.stockx.com/nike-air-force-1-low-taiwan-2018, 650, 138, 232, 0
