type, name, retail_price, total_sales, avg_sale_price, premium
KD, KD 11 BHM (2019), 150, 1, 280, 86.67
KD, KD 11 Black Twilight Pulse, 150, 24, 132, -12
KD, KD 11 Black White Racer Blue, 150, 2, 173, 15.33
KD, KD 11 Chinese Zodiac, 150, 17, 163, 8.67
KD, KD 11 Chinese Zodiac (GS), 125, 2, 115, -8
KD, KD 11 Cool Grey, 150, 33, 133, -11.33
KD, KD 11 EP EYBL, 150, 1, 159, 6
KD, KD 11 EYBL, 150, 1075, 194, 29.33
KD, KD 11 EYBL (GS), 125, 40, 128, 2.4
KD, KD 11 Just Do It, 150, 14, 149, -0.67
KD, KD 11 Little Big Cats (TD), 65, 1, 70, 7.69
KD, KD 11 Multi-Color Metallic Gold, 150, 121, 148, -1.33
KD, KD 11 Paranoid, 150, 201, 150, 0
KD, KD 11 Still KD, 150, 127, 137, -8.67
KD, KD 2 OKC Away, 85, 1, 95, 11.76
KD, KD 3 All star, 88, 2, 318, 261.36
KD, KD 3 Christmas, 88, 6, 166, 88.64
KD, KD 3 EA Sports, 88, 1, 370, 320.45
KD, KD 3 LS Scoring Title, 88, 2, 159, 80.68
KD, KD 3 OKC Away, 88, 2, 66, -25
KD, KD 3 OKC Home, 88, 1, 149, 69.32
KD, KD 3 Redskins, 88, 6, 153, 73.86
KD, KD 3 TB Black, 88, 1, 172, 95.45
KD, KD 3 Wolf Grey Del Sol, 88, 1, 60, -31.82
KD, KD 4 Aunt Pearl, 95, 21, 369, 288.42
KD, KD 4 Black History Month, 95, 13, 252, 165.26
KD, KD 4 Copper (Christmas), 95, 8, 210, 121.05
KD, KD 4 Easter, 95, 22, 217, 128.42
KD, KD 4 Galaxy AS, 95, 40, 362, 281.05
KD, KD 4 Gold Medal, 95, 33, 262, 175.79
KD, KD 4 N7 Black, 95, 4, 177, 86.32
KD, KD 4 N7 White, 95, 6, 208, 118.95
KD, KD 4 Nerf, 125, 7, 1098, 778.4
KD, KD 4 Rogue Green (UNDFTD), 95, 7, 197, 107.37
KD, KD 4 Scoring Title, 95, 12, 234, 146.32
KD, KD 4 Texas Longhorns, 95, 13, 210, 121.05
KD, KD 4 Think 16 (Thunderstruck), 140, 943, 129, -7.86
KD, KD 4 USA Olympic, 95, 9, 185, 94.74
KD, KD 4 Weatherman, 95, 10, 549, 477.89
KD, KD 4 Year of the Dragon, 95, 30, 201, 111.58
KD, KD 5 All-Star Area 72, 135, 68, 108, -20
KD, KD 5 Aunt Pearl, 135, 39, 156, 15.56
KD, KD 5 Birch, 115, 7, 75, -34.78
KD, KD 5 Black History Month, 135, 13, 123, -8.89
KD, KD 5 Christmas, 115, 63, 113, -1.74
KD, KD 5 DMV, 115, 32, 88, -23.48
KD, KD 5 Easter, 115, 27, 104, -9.57
KD, KD 5 Elite EYBL, 180, 8, 281, 56.11
KD, KD 5 Elite Playoffs Home, 180, 3, 130, -27.78
KD, KD 5 Elite Superhero, 180, 15, 105, -41.67
KD, KD 5 Elite Team Orange, 180, 5, 97, -46.11
KD, KD 5 Elite+ White Gold, 200, 7, 142, -29
KD, KD 5 Ice Blue, 115, 5, 107, -6.96
KD, KD 5 N7, 120, 17, 95, -20.83
KD, KD 5 Splatter, 115, 23, 88, -23.48
KD, KD 5 What the KD, 135, 2, 415, 207.41
KD, KD 6 Aunt Pearl, 150, 76, 217, 44.67
KD, KD 6 Away, 130, 7, 103, -20.77
KD, KD 6 Away II, 130, 11, 107, -17.69
KD, KD 6 BHM, 150, 39, 146, -2.67
KD, KD 6 Bamboo, 130, 20, 108, -16.92
KD, KD 6 Christmas, 130, 49, 129, -0.77
KD, KD 6 EXT Floral, 150, 66, 172, 14.67
KD, KD 6 EXT Gum, 130, 24, 126, -3.08
KD, KD 6 Easter, 130, 38, 100, -23.08
KD, KD 6 Elite Fragment Royal, 220, 9, 322, 46.36
KD, KD 6 Elite Supremacy, 220, 26, 203, -7.73
KD, KD 6 Elite Team, 200, 8, 133, -33.5
KD, KD 6 Energy, 130, 20, 100, -23.08
KD, KD 6 Home II, 130, 3, 125, -3.85
KD, KD 6 Liger, 130, 33, 127, -2.31
KD, KD 6 Light Crimson DC, 130, 8, 138, 6.15
KD, KD 6 Maryland Blue Crab, 130, 14, 135, 3.85
KD, KD 6 Meteorology, 130, 83, 123, -5.38
KD, KD 6 N7, 110, 31, 130, 18.18
KD, KD 6 NOLA Gumbo League "Illusion", 150, 127, 138, -8
KD, KD 6 NSW Lifestyle Birthday, 120, 1, 50, -58.33
KD, KD 6 NYC 66, 130, 16, 118, -9.23
KD, KD 6 Neutral, 130, 1, 115, -11.54
KD, KD 6 Peanut Butter & Jelly (PBJ), 130, 28, 165, 26.92
KD, KD 6 Precision Timing, 130, 9, 137, 5.38
KD, KD 6 Seat Pleasant, 130, 11, 125, -3.85
KD, KD 6 Supreme D.C. Preheat, 150, 16, 237, 58
KD, KD 6 Texas, 130, 15, 115, -11.54
KD, KD 6 What the KD, 150, 224, 215, 43.33
KD, KD 7 35,000 Degrees, 150, 23, 96, -36
KD, KD 7 All-Star, 170, 44, 103, -39.41
KD, KD 7 Aunt Pearl, 170, 210, 204, 20
KD, KD 7 Aunt Pearl (GS), 115, 23, 141, 22.61
KD, KD 7 BHM 2015, 170, 44, 154, -9.41
KD, KD 7 Calm Before the Storm, 150, 16, 97, -35.33
KD, KD 7 Christmas Eggnog, 170, 35, 135, -20.59
KD, KD 7 EXT Black Suede, 200, 16, 164, -18
KD, KD 7 EXT Floral, 200, 131, 183, -8.5
KD, KD 7 EXT Plaid & Polka Dot, 200, 28, 113, -43.5
KD, KD 7 Easter, 150, 7, 103, -31.33
KD, KD 7 Easy Money, 150, 19, 93, -38
KD, KD 7 Electric Eel, 150, 14, 95, -36.67
KD, KD 7 Elite EYBL, 220, 29, 165, -25
KD, KD 7 Elite Elevate, 200, 6, 58, -71
KD, KD 7 Elite Rose Gold, 200, 6, 106, -47
KD, KD 7 Elite Team Pack, 200, 8, 82, -59
KD, KD 7 Flight, 150, 14, 105, -30
KD, KD 7 Global Game, 150, 62, 154, 2.67
KD, KD 7 Good Apples, 150, 24, 117, -22
KD, KD 7 Longhorn State, 200, 27, 111, -44.5
KD, KD 7 N7, 200, 19, 120, -40
KD, KD 7 NSW Challenge Red, 115, 8, 119, 3.48
KD, KD 7 NSW Hazelnut, 125, 5, 106, -15.2
KD, KD 7 NSW Multi-Color, 125, 4, 71, -43.2
KD, KD 7 OKC Away, 150, 6, 110, -26.67
KD, KD 7 Peanut Butter Jelly (GS), 115, 1, 149, 29.57
KD, KD 7 Texas, 150, 4, 120, -20
KD, KD 7 Uprising, 150, 17, 84, -44
KD, KD 7 Weatherman, 150, 65, 83, -44.67
KD, KD 7 What the KD, 200, 199, 171, -14.5
KD, KD 8 All Star (2016), 200, 16, 134, -33
KD, KD 8 Aunt Pearl, 200, 86, 118, -41
KD, KD 8 Away, 180, 6, 75, -58.33
KD, KD 8 BHM (2016), 180, 10, 104, -42.22
KD, KD 8 Blackout, 180, 7, 108, -40
KD, KD 8 Christmas, 180, 37, 116, -35.56
KD, KD 8 Christmas (GS), 140, 1, 60, -57.14
KD, KD 8 EXT Floral Finish, 200, 20, 106, -47
KD, KD 8 EXT Sail Chrome, 200, 3, 148, -26
KD, KD 8 EXT Vachetta Tan, 200, 16, 79, -60.5
KD, KD 8 EXT Woven Wonder, 200, 12, 138, -31
KD, KD 8 Easter, 180, 14, 95, -47.22
KD, KD 8 Easter 2016 (GS), 125, 5, 55, -56
KD, KD 8 Easy Euro, 180, 3, 53, -70.56
KD, KD 8 Elite Away, 200, 19, 92, -54
KD, KD 8 Elite Home, 200, 2, 97, -51.5
KD, KD 8 Elite Wolf Grey, 200, 16, 89, -55.5
KD, KD 8 Hunt's Hill Night, 180, 25, 90, -50
KD, KD 8 Hunt's Hill Sunrise, 180, 11, 90, -50
KD, KD 8 Independence Day, 180, 7, 107, -40.56
KD, KD 8 N7, 200, 15, 128, -36
KD, KD 8 OKC, 180, 4, 111, -38.33
KD, KD 8 Opening Night, 180, 1, 140, -22.22
KD, KD 8 Peanut Butter Jelly PBJ (GS), 140, 1, 45, -67.86
KD, KD 8 Prince George, 180, 16, 93, -48.33
KD, KD 8 Suit, 180, 61, 67, -62.78
KD, KD 8 V8, 180, 22, 71, -60.56
KD, KD 8 Vinary, 180, 11, 65, -63.89
KD, KD 8 Vivid Orange, 180, 2, 85, -52.78
KD, KD 8 What the, 200, 15, 122, -39
KD, KD 9 Aunt Pearl, 150, 56, 87, -42
KD, KD 9 BHM (2017), 150, 14, 118, -21.33
KD, KD 9 Battle Grey, 150, 12, 93, -38
KD, KD 9 Birds of Paradise, 150, 32, 81, -46
KD, KD 9 Black Space, 150, 50, 92, -38.67
KD, KD 9 Black White, 150, 34, 95, -36.67
KD, KD 9 Court Ready, 150, 4, 83, -44.67
KD, KD 9 Elite Dark Grey Hyper Orange, 150, 44, 75, -50
KD, KD 9 Elite Multi-Color, 150, 18, 92, -38.67
KD, KD 9 Elite Wanda, 150, 11, 89, -40.67
KD, KD 9 Fire and Ice (GS), 125, 5, 124, -0.8
KD, KD 9 Gold Medal, 150, 14, 110, -26.67
KD, KD 9 Hard Work, 150, 21, 68, -54.67
KD, KD 9 Home, 150, 14, 90, -40
KD, KD 9 On Court, 150, 26, 64, -57.33
KD, KD 9 Oreo, 150, 11, 147, -2
KD, KD 9 Pre-Heat, 150, 30, 131, -12.67
KD, KD 9 Summer Pack, 150, 27, 88, -41.33
KD, KD 9 Summer Pack (GS), 125, 3, 70, -44
KD, KD 9 Texas, 150, 26, 109, -27.33
KD, KD 9 The Sauce, 150, 11, 102, -32
KD, KD 9 USA, 150, 60, 136, -9.33
KD, KD 9 USA (GS), 125, 40, 70, -44
KD, KD 9 Unlimited, 150, 52, 85, -43.33
KD, KD 9 Varsity Red, 150, 12, 69, -54
KD, KD Trey 5 V Anthracite Black, 90, 11, 44, -51.11
KD, KD Trey 5 V Warriors, 90, 7, 54, -40
KD, KD Trey 5 V White Pure Platinum, 90, 4, 50, -44.44
KD, Nike KD 10 Still KD (GS), 100, 4, 67, -33
KD, Nike KD Trey 5 IV Think Pink, 115, 1, 80, -30.43
KD, KD 10 City Edition (GS), 125, 5, 82, -34.4
KD, KD 10 City Series, 150, 130, 103, -31.33
KD, KD 5 Hulk, 115, 4, 87, -24.35
KD, KD 5 Texas, 115, 4, 107, -6.96
KD, KD 5 Thunder Away, 110, 2, 101, -8.18
KD, KD 6 Brazil, 130, 16, 106, -18.46
KD, KD 6 Elite Fragment Chino, 220, 3, 135, -38.64
KD, KD 7 Gold Medal, 170, 30, 184, 8.24
KD, KD 7 Lightning 534, 150, 12, 97, -35.33
KD, KD 7 USA, 150, 30, 124, -17.33
KD, KD 8 Perserverance, 200, 2, 75, -62.5
KD, KD 8 Photo Blue, 180, 15, 87, -51.67
KD, KD 9 Elite Flip the Switch, 150, 8, 118, -21.33
KD, KD 9 Elite Pale Grey, 150, 41, 94, -37.33
KD, KD 9 Elite Pearl Pink, 150, 4, 105, -30
KD, KD 9 Elite Time to Shine, 150, 14, 92, -38.67
KD, KD 11 Multi-Color, 150, 131, 133, -11.33
KD, KD 10 PK80, --, 4, 194, 
KD, KD 10 Peach Jam, --, 5, 293, 
KD, KD 5 Home, --, 1, 200, 
KD, KD 6 Elite Gold, --, 11, 148, 
KD, KD 6 Hero Pack, --, 4, 100, 
KD, KD 6 Liger (GS), --, 2, 110, 
KD, KD 6 Team, --, 1, 160, 
KD, KD 7 Clearwater, --, 10, 106, 
KD, KD 7 NSW White Ice Blue, --, 1, 115, 
KD, KD 8 Aunt Pearl (GS), --, 3, 71, 
KD, KD 6 Elite EYBL, --, 3, 353, 
Kobe, Kobe 1 2006 All-Star, 130, 10, 233, 79.23
Kobe, Kobe 1 Black Maize, 130, 6, 160, 23.08
Kobe, Kobe 1 Black Mamba, 130, 6, 178, 36.92
Kobe, Kobe 1 Black Mamba Collection Fade to Black, 200, 33, 317, 58.5
Kobe, Kobe 1 Blackout, 130, 3, 248, 90.77
Kobe, Kobe 1 Prelude (81 Points), 200, 57, 522, 161
Kobe, Kobe 1 Protro 81 Pt Game, 175, 131, 187, 6.86
Kobe, Kobe 1 Protro Black Maize, 175, 1417, 229, 30.86
Kobe, Kobe 1 Protro DeMar DeRozan, 175, 27, 728, 316
Kobe, Kobe 1 Protro Devin Booker PE, 175, 34, 771, 340.57
Kobe, Kobe 1 Protro MPLS, 175, 505, 143, -18.29
Kobe, Kobe 1 Protro Mamba Day, 175, 828, 248, 41.71
Kobe, Kobe 1 Protro Think 16 (Close Out), 175, 1751, 191, 9.14
Kobe, Kobe 1 Protro Undefeated Camo, 180, 1806, 431, 139.44
Kobe, Kobe 1 Protro Undefeated Flight Jacket, 180, 20, 3914, 2074.44
Kobe, Kobe 1 Protro Undefeated Green Camo (Silver Lake), 180, 218, 381, 111.67
Kobe, Kobe 1 Protro Undefeated Orange Camo (Phoenix), 180, 208, 412, 128.89
Kobe, Kobe 1 Protro Undefeated Red Camo (Santa Monica), 180, 237, 373, 107.22
Kobe, Kobe 1 Protro Undefeated White, 180, 848, 397, 120.56
Kobe, Kobe 1 Protro Undefeated Yellow Camo (La Brea), 180, 253, 776, 331.11
Kobe, Kobe 1 Protro White Black Red, 175, 402, 137, -21.71
Kobe, Kobe 1 Sharpshooter, 130, 1, 214, 64.62
Kobe, Kobe 1 White Shark, 130, 2, 155, 19.23
Kobe, Kobe 10 5AM Flight, 180, 25, 143, -20.56
Kobe, Kobe 10 Blackout, 180, 20, 145, -19.44
Kobe, Kobe 10 Bright Crimson, 180, 12, 106, -41.11
Kobe, Kobe 10 EXT High Black, 275, 2, 210, -23.64
Kobe, Kobe 10 EXT White Gum, 225, 3, 103, -54.22
Kobe, Kobe 10 Elite American, 225, 18, 198, -12
Kobe, Kobe 10 Elite Chester, 200, 109, 142, -29
Kobe, Kobe 10 Elite Christmas, 200, 177, 212, 6
Kobe, Kobe 10 Elite Commander, 225, 26, 188, -16.44
Kobe, Kobe 10 Elite Elite High Elevate, 225, 16, 235, 4.44
Kobe, Kobe 10 Elite Elite High Rose Gold Pack, 225, 56, 254, 12.89
Kobe, Kobe 10 Elite Elite High Team Pack, 225, 47, 164, -27.11
Kobe, Kobe 10 Elite HTM Arrowhead, 250, 13, 243, -2.8
Kobe, Kobe 10 Elite HTM Arrowhead EU Exclusive, 250, 1, 360, 44
Kobe, Kobe 10 Elite HTM Oreo, 250, 42, 263, 5.2
Kobe, Kobe 10 Elite HTM Racecar, 250, 18, 277, 10.8
Kobe, Kobe 10 Elite HTM Shark Jaw, 250, 23, 341, 36.4
Kobe, Kobe 10 Elite Low Black Mamba Collection Fade to Black, 200, 35, 227, 13.5
Kobe, Kobe 10 Elite Low Drill Sergeant, 200, 84, 126, -37
Kobe, Kobe 10 Elite Low Opening Night, 200, 43, 148, -26
Kobe, Kobe 10 Elite Mambacurial, 200, 141, 179, -10.5
Kobe, Kobe 10 Elite Opening Night, 225, 18, 174, -22.67
Kobe, Kobe 10 Emerald City, 180, 65, 94, -47.78
Kobe, Kobe 10 Flight, 180, 24, 122, -32.22
Kobe, Kobe 10 Fundamentals, 180, 36, 226, 25.56
Kobe, Kobe 10 Hot Lava, 180, 51, 101, -43.89
Kobe, Kobe 10 Independence Day, 180, 49, 138, -23.33
Kobe, Kobe 10 Pain, 180, 19, 137, -23.89
Kobe, Kobe 10 Peach Jam, 180, 91, 106, -41.11
Kobe, Kobe 10 Silk Road, 180, 10, 115, -36.11
Kobe, Kobe 11 3D, 160, 40, 143, -10.62
Kobe, Kobe 11 Alt Tumbled Grey, 200, 2, 118, -41
Kobe, Kobe 11 Brave Blue, 200, 41, 152, -24
Kobe, Kobe 11 Carpe Diem, 160, 35, 124, -22.5
Kobe, Kobe 11 EM Low Barcelona, 160, 75, 134, -16.25
Kobe, Kobe 11 EM Low Black Cool Grey, 160, 29, 128, -20
Kobe, Kobe 11 EM Low Fundamental, 160, 10, 184, 15
Kobe, Kobe 11 EM Low Green Snake (GS), 135, 10, 74, -45.19
Kobe, Kobe 11 EM Low Invisibility Cloak, 160, 48, 127, -20.63
Kobe, Kobe 11 EM Low Mambacurial, 160, 201, 120, -25
Kobe, Kobe 11 EM Low Summer Pack, 160, 33, 165, 3.12
Kobe, Kobe 11 Elite Low 4KB, 220, 103, 228, 3.64
Kobe, Kobe 11 Elite Low 4KB Black Horse, 220, 44, 170, -22.73
Kobe, Kobe 11 Elite Low 4KB Pale Horse, 200, 42, 218, 9
Kobe, Kobe 11 Elite Low 4KB Red Horse, 220, 100, 224, 1.82
Kobe, Kobe 11 Elite Low Achilles Heel, 200, 96, 189, -5.5
Kobe, Kobe 11 Elite Low All Star (2016), 220, 141, 188, -14.55
Kobe, Kobe 11 Elite Low BHM (2016), 200, 83, 176, -12
Kobe, Kobe 11 Elite Low Black Mamba Collection Fade to Black, 200, 100, 506, 153
Kobe, Kobe 11 Elite Low Black Space, 200, 60, 193, -3.5
Kobe, Kobe 11 Elite Low Brazil, 220, 5, 190, -13.64
Kobe, Kobe 11 Elite Low Bruce Lee, 200, 166, 208, 4
Kobe, Kobe 11 Elite Low Easter, 200, 35, 136, -32
Kobe, Kobe 11 Elite Low Eulogy Hyper Grape, 200, 89, 166, -17
Kobe, Kobe 11 Elite Low FCB Mambacurial, 220, 55, 179, -18.64
Kobe, Kobe 11 Elite Low Last Emperor, 200, 30, 225, 12.5
Kobe, Kobe 11 Elite Low Mark Parker, 200, 73, 153, -23.5
Kobe, Kobe 11 Elite Low Master of Innovation, 200, 88, 121, -39.5
Kobe, Kobe 11 Elite Low Oreo, 200, 63, 190, -5
Kobe, Kobe 11 Elite Low Oreo (GS), 135, 1, 90, -33.33
Kobe, Kobe 11 Elite Low Tinker, 200, 133, 179, -10.5
Kobe, Kobe 11 Elite Low USA, 220, 57, 189, -14.09
Kobe, Kobe 11 Grey Black, 160, 3, 132, -17.5
Kobe, Kobe 11 Low Draft Day, 160, 88, 99, -38.12
Kobe, Kobe 11 Low Mamba Day (Black), 225, 133, 213, -5.33
Kobe, Kobe 11 Lower Merion, 160, 36, 120, -25
Kobe, Kobe 11 Quai 54, 155, 22, 202, 30.32
Kobe, Kobe 11 Sunset, 160, 61, 111, -30.63
Kobe, Kobe 11 Team Bank Black, 160, 37, 100, -37.5
Kobe, Kobe 11 Team Bank Gorge Green, 160, 4, 109, -31.87
Kobe, Kobe 11 Team Bank White, 160, 1, 105, -34.38
Kobe, Kobe 2 Black Mamba Collection Fade to Black, 200, 31, 210, 5
Kobe, Kobe 2 Prelude (4-50+ Points), 200, 41, 327, 63.5
Kobe, Kobe 3 Black Mamba Collection Fade to Black, 200, 32, 229, 14.5
Kobe, Kobe 3 Prelude (Misery), 200, 41, 298, 49
Kobe, Kobe 4 All Star, 120, 6, 318, 165
Kobe, Kobe 4 Black Mamba Collection Fade to Black, 200, 45, 298, 49
Kobe, Kobe 4 Black White Varsity Red, 120, 10, 208, 73.33
Kobe, Kobe 4 Carpe Diem, 120, 10, 279, 132.5
Kobe, Kobe 4 Del Sol, 120, 7, 267, 122.5
Kobe, Kobe 4 Gold Medal, 120, 10, 277, 130.83
Kobe, Kobe 4 Gradient Away, 120, 8, 258, 115
Kobe, Kobe 4 Gradient Home, 120, 11, 251, 109.17
Kobe, Kobe 4 Hornets, 120, 13, 233, 94.17
Kobe, Kobe 4 Inline, 120, 7, 330, 175
Kobe, Kobe 4 MLK Gold, 120, 5, 244, 103.33
Kobe, Kobe 4 MPLS, 120, 10, 195, 62.5
Kobe, Kobe 4 NBA Final MVP Away, 120, 11, 327, 172.5
Kobe, Kobe 4 NBA Final MVP Home, 120, 7, 366, 205
Kobe, Kobe 4 POP, 120, 15, 230, 91.67
Kobe, Kobe 4 Prelude (Finals MVP), 200, 61, 414, 107
Kobe, Kobe 4 USC Trojans, 130, 1, 186, 43.08
Kobe, Kobe 5 5 Rings, 130, 8, 371, 185.38
Kobe, Kobe 5 All Star, 130, 10, 263, 102.31
Kobe, Kobe 5 Aston Martin Pack, 150, 1, 465, 210
Kobe, Kobe 5 Big Stage Away, 130, 7, 692, 432.31
Kobe, Kobe 5 Big Stage Home, 130, 7, 476, 266.15
Kobe, Kobe 5 Black Mamba Collection Fade to Black, 200, 40, 266, 33
Kobe, Kobe 5 Blackout, 130, 2, 168, 29.23
Kobe, Kobe 5 Bruce Lee, 130, 25, 543, 317.69
Kobe, Kobe 5 Dark Knight, 130, 15, 230, 76.92
Kobe, Kobe 5 Draft Day, 130, 7, 179, 37.69
Kobe, Kobe 5 Joker (Chaos), 130, 34, 315, 142.31
Kobe, Kobe 5 Lower Merion Aces (Away), 130, 5, 255, 96.15
Kobe, Kobe 5 POP Away, 130, 13, 219, 68.46
Kobe, Kobe 5 Prelude (Finals MVP), 200, 55, 467, 133.5
Kobe, Kobe 5 USC Trojans, 140, 2, 240, 71.43
Kobe, Kobe 6 ASG East LA, 135, 14, 262, 94.07
Kobe, Kobe 6 ASG Hollywood 3D, 135, 11, 245, 81.48
Kobe, Kobe 6 ASG Orange County Sunset, 135, 13, 284, 110.37
Kobe, Kobe 6 ASG West Challenge Red, 135, 19, 255, 88.89
Kobe, Kobe 6 BHM (2011), 130, 20, 263, 102.31
Kobe, Kobe 6 Black Del Sol, 130, 15, 257, 97.69
Kobe, Kobe 6 Black Mamba Collection Fade to Black, 200, 50, 270, 35
Kobe, Kobe 6 Blue Camo, 130, 11, 194, 49.23
Kobe, Kobe 6 Bred, 130, 4, 171, 31.54
Kobe, Kobe 6 China 3D, 130, 12, 271, 108.46
Kobe, Kobe 6 Concord, 130, 9, 210, 61.54
Kobe, Kobe 6 Draft Day, 130, 3, 226, 73.85
Kobe, Kobe 6 FC Barcelona Home, 130, 5, 596, 358.46
Kobe, Kobe 6 FC Barcelona Mango, 130, 1, 1450, 1015.38
Kobe, Kobe 6 Grinch, 130, 53, 778, 498.46
Kobe, Kobe 6 Helicopter, 130, 15, 216, 66.15
Kobe, Kobe 6 Imperial Purple, 130, 8, 180, 38.46
Kobe, Kobe 6 Italian Camo, 130, 3, 262, 101.54
Kobe, Kobe 6 Kay Yow Think Pink, 130, 5, 363, 179.23
Kobe, Kobe 6 Lakers Home, 130, 4, 205, 57.69
Kobe, Kobe 6 Lightbulb, 130, 8, 226, 73.85
Kobe, Kobe 6 Lower Merion Aces, 130, 9, 240, 84.62
Kobe, Kobe 6 Prelude (All Star MVP), 200, 61, 393, 96.5
Kobe, Kobe 6 Supreme Chaos, 150, 26, 277, 84.67
Kobe, Kobe 6 Supreme Rice, 150, 21, 212, 41.33
Kobe, Kobe 6 Team Bank Colorways, 130, 3, 135, 3.85
Kobe, Kobe 6 Urban Camo, 130, 2, 170, 30.77
Kobe, Kobe 7 Barcelona (Away), 140, 4, 196, 40
Kobe, Kobe 7 Barcelona (Home), 140, 3, 425, 203.57
Kobe, Kobe 7 Black History Month, 140, 8, 186, 32.86
Kobe, Kobe 7 Black Mamba Collection Fade to Black, 200, 33, 197, -1.5
Kobe, Kobe 7 Black White Del Sol, 180, 19, 190, 5.56
Kobe, Kobe 7 Black White Wolf Grey, 140, 3, 136, -2.86
Kobe, Kobe 7 Cheetah, 140, 32, 159, 13.57
Kobe, Kobe 7 Christmas (Leopard), 180, 63, 258, 43.33
Kobe, Kobe 7 Duke, 140, 4, 156, 11.43
Kobe, Kobe 7 Elite (Away), 200, 21, 223, 11.5
Kobe, Kobe 7 Elite (Home), 200, 25, 174, -13
Kobe, Kobe 7 Fireberry (London), 140, 4, 154, 10
Kobe, Kobe 7 Galaxy (GS), 120, 2, 203, 69.17
Kobe, Kobe 7 Galaxy AS, 140, 58, 281, 100.71
Kobe, Kobe 7 Gold Medal, 140, 14, 201, 43.57
Kobe, Kobe 7 Grey Cheetah, 140, 3, 168, 20
Kobe, Kobe 7 Invisibility Cloak, 140, 45, 234, 67.14
Kobe, Kobe 7 Lakers Home, 140, 7, 159, 13.57
Kobe, Kobe 7 Lower Merion Aces, 140, 6, 155, 10.71
Kobe, Kobe 7 Opening Day, 140, 3, 155, 10.71
Kobe, Kobe 7 Poison Dart Frog (Blue), 140, 2, 116, -17.14
Kobe, Kobe 7 Poison Dart Frog (GS), 110, 1, 80, -27.27
Kobe, Kobe 7 Poison Dart Frog (LAL), 140, 17, 143, 2.14
Kobe, Kobe 7 Poison Dart Frog (Mint), 140, 33, 155, 10.71
Kobe, Kobe 7 Prelude (London), 200, 42, 288, 44
Kobe, Kobe 7 Shark, 140, 11, 172, 22.86
Kobe, Kobe 7 USA Olympic, 140, 5, 191, 36.43
Kobe, Kobe 7 What the Kobe, 140, 31, 336, 140
Kobe, Kobe 7 Wolf, 140, 5, 145, 3.57
Kobe, Kobe 7 Year of the Dragon, 180, 15, 258, 43.33
Kobe, Kobe 7 Yin and Yang, 140, 6, 213, 52.14
Kobe, Kobe 8 Barcelona Tiger, 140, 20, 202, 44.29
Kobe, Kobe 8 Black Mamba Collection Fade to Black, 200, 36, 257, 28.5
Kobe, Kobe 8 Blue Blitz, 140, 16, 229, 63.57
Kobe, Kobe 8 Challenge Red, 140, 22, 194, 38.57
Kobe, Kobe 8 Christmas (2012), 150, 84, 245, 63.33
Kobe, Kobe 8 EXT Year of the Snake (Black), 150, 27, 186, 24
Kobe, Kobe 8 EXT Year of the Snake (Red), 150, 32, 164, 9.33
Kobe, Kobe 8 Easter, 140, 95, 236, 68.57
Kobe, Kobe 8 Elite Supehero, 200, 56, 204, 2
Kobe, Kobe 8 Elite+ Black Gold, 220, 12, 287, 30.45
Kobe, Kobe 8 GC Venice Beach, 140, 52, 279, 99.29
Kobe, Kobe 8 Graffiti, 140, 13, 187, 33.57
Kobe, Kobe 8 Mambacurial, 140, 55, 241, 72.14
Kobe, Kobe 8 Milk Snake, 140, 30, 252, 80
Kobe, Kobe 8 Mine Grey, 140, 11, 200, 42.86
Kobe, Kobe 8 NSW Mexican Blanket, 110, 6, 86, -21.82
Kobe, Kobe 8 Pit Viper, 140, 41, 197, 40.71
Kobe, Kobe 8 Playoffs Purple Platinum, 140, 51, 258, 84.29
Kobe, Kobe 8 Prelude (Reflection), 200, 43, 351, 75.5
Kobe, Kobe 8 Python, 140, 16, 204, 45.71
Kobe, Kobe 8 SS Christmas (2013), 160, 136, 190, 18.75
Kobe, Kobe 8 SS Christmas 2013 (GS), 115, 3, 128, 11.3
Kobe, Kobe 8 Shanghai Fireworks, 140, 1, 800, 471.43
Kobe, Kobe 8 Sulfur - Electric, 140, 20, 255, 82.14
Kobe, Kobe 8 System Green Glow Laser Orange, 140, 6, 214, 52.86
Kobe, Kobe 8 System Philippines Black Silver, 140, 2, 150, 7.14
Kobe, Kobe 8 Volt, 140, 10, 188, 34.29
Kobe, Kobe 8 What the Kobe (WTK), 140, 113, 497, 255
Kobe, Kobe 8 Year of the Horse, 160, 43, 174, 8.75
Kobe, Kobe 8 Year of the Snake (Port), 140, 34, 205, 46.43
Kobe, Kobe 8+ All-Star Area 72, 180, 81, 254, 41.11
Kobe, Kobe 8+ Supernatural, 160, 12, 172, 7.5
Kobe, Kobe 9 EM Deep Garnet, 160, 2, 118, -26.25
Kobe, Kobe 9 EM Gym Blue University Gold, 175, 6, 137, -21.71
Kobe, Kobe 9 EM Low Brazil, 160, 17, 164, 2.5
Kobe, Kobe 9 EM Low Bruce Lee, 160, 88, 200, 25
Kobe, Kobe 9 EM Low China, 180, 54, 193, 7.22
Kobe, Kobe 9 EM Low Dusty Cactus, 175, 10, 156, -10.86
Kobe, Kobe 9 EM Low Easter, 160, 70, 155, -3.12
Kobe, Kobe 9 EM Low Hyper Cobalt, 160, 16, 178, 11.25
Kobe, Kobe 9 EM Low Indpendence Day, 160, 19, 165, 3.12
