type, name, retail_price, total_sales, avg_sale_price, premium
Other, Air Huarache Run Ultra Prm Black Dark Grey-White (W), --, 1, 80, 
Other, Air Huarache Run Ultra Se Black Black-Dark Grey, --, 1, 90, 
Other, Air Huarache Run Ultra Se Cargo Khaki Cargo Khaki, --, 3, 100, 
Other, Air Huarache Run Ultra Team Red Gym Red-Sail-Black, --, 8, 95, 
Other, Air Huarache Run Vast Grey Black-Rush Coral (W), --, 8, 47, 
Other, Air Huarache Run Vast Grey Particle Rose (W), --, 6, 92, 
Other, Air Huarache Run White White (W), --, 12, 96, 
Other, Air Huarache Triple Black (W), --, 15, 91, 
Other, Air Huarache Triple Red (GS), --, 42, 80, 
Other, Air Huarache Triple White (W), --, 1, 70, 
Other, Air Pegasus 83-30 Flash Lime, --, 7, 94, 
Other, Air Presto Essential Anthracite Anthracite, --, 1, 110, 
Other, Air Presto Essential Binary Blue Binary Blue-White, --, 28, 92, 
Other, Air Presto Essential Gym Red Team Red-Team Red, --, 6, 89, 
Other, Air Presto Essential Navy Diffused Blue, --, 1, 95, 
Other, Air Presto Essential Neutral Olive Cargo Khaki, --, 4, 79, 
Other, Air Presto Essential Team Red Team Red-Gym Red, --, 3, 59, 
Other, Air Presto Essential University Red Midnight Navy, --, 10, 80, 
Other, Air Presto Essential Wolf Grey Wolf Grey-White, --, 34, 93, 
Other, Air Presto Ultra Br Black Anthracite-Black-White, --, 8, 108, 
Other, Air Presto Ultra Br Wolf Grey Volt-Dark Grey-White, --, 10, 105, 
Other, Air Sockracer Flyknit Black White-Yellow Strike (W), --, 1, 38, 
Other, Air Span II White Dust-Volt-Black, --, 5, 70, 
Other, Air Trainer 1 Mid Soa Hyper Cobalt Black-White, --, 5, 72, 
Other, Air Trainer 1 Paid In Full, --, 12, 63, 
Other, Air Trainer 1 Pro Bowl, --, 6, 62, 
Other, Air Trainer 2 Megatron, --, 26, 119, 
Other, Air Trainer 3 Le Team Red Team Red-University Red-White, --, 1, 50, 
Other, Air Trainer Max 94 EA Sports, --, 2, 88, 
Other, Air Versitile II White Black, --, 3, 52, 
Other, Air Zoom Talaria Mid Fk Prm Anthracite Black-Vachetta Tan, --, 4, 50, 
Other, Air Zoom Talaria Mid Fk Prm Palm Green Legion Green, --, 2, 59, 
Other, Flyknit Trainer Electric Green, --, 3, 123, 
Other, Flyknit Trainer Multi-Color, --, 29, 236, 
Other, Nike Air Diamond Turf Deion Sanders, --, 13, 83, 
Other, Nike Air Flight 89 Dark Royal Blue-Black-Current Blue-White, --, 2, 73, 
Other, Nike Air Footscape Desert Chukka Midnight Navy-Hyper Jade-Game Royal-Metallic Silver, --, 3, 50, 
Other, Nike Air Footscape Magista Flyknit Black-Bright Crimson-Gym Red-Cool Grey, --, 9, 71, 
Other, Nike Air Footscape NM Hyper Cobalt-Black, --, 1, 71, 
Other, Nike Air Footscape NM Wolf Grey-Summit White-Black, --, 3, 48, 
Other, Nike Air Footscape Woven Chukka SE Black-Black-Ivory, --, 5, 77, 
Other, Nike Air Footscape Woven NM Black-Blue Jay-White, --, 3, 77, 
Other, Nike Air Huarache Run Premium Obsidian-Black-Sunset-Digital Pink (W), --, 2, 75, 
Other, Nike Air Huarache Run Ultra Pure Platinum-Black-Igloo, --, 9, 60, 
Other, Nike Air Max Zero Premium Gym Red-Gym Red-Wolf Grey, --, 2, 101, 
Other, Nike Air Max Zero White-Black (W), --, 1, 85, 
Other, Nike Air Shake Ndestrukt Blue Jay-Blue Jay-Summit White, --, 7, 56, 
Other, Nike Air Stab Baroque Brown-White-Reflect Silver, --, 8, 63, 
Other, Nike Air Stab Premium Sail-Deep Garnet-Deep Burgundy, --, 3, 61, 
Other, Nike Air Tech Challenge II 2 Laser Birch-Birch-White, --, 1, 71, 
Other, Nike Air Unlimited Flax-Outdoor Green-Sail, --, 2, 53, 
Other, Nike All Court 2 Low Leather Pale Grey-Pale Grey-White, --, 4, 37, 
Other, Nike Benassi Duo Ultra SLD-Pigalle Nike Lab Carnation-Barely Rose-Sail, --, 1, 30, 
Other, Nike Benassi Duo Ultra SLD-Pigalle Nike Lab Loyal Blue-Game Royal-White, --, 3, 43, 
Other, Nike CJ81 Trainer Max Megatron, --, 8, 64, 
Other, Nike Classics Cortez Leather Midnight Navy White, --, 12, 62, 
Other, Nike Cortez Basic Leather White White-Wolf Grey-Mtllc Silver, --, 6, 55, 
Other, Nike Cortez Basic Nylon Black White-Metallic Silver, --, 3, 57, 
Other, Nike Cortez Basic Nylon Obsidian White-Metallic Silver, --, 6, 50, 
Other, Nike Cortez Undefeated LA, --, 9, 120, 
Other, Nike Dart VII 7 Black-Metallic Silver-Black, --, 1, 80, 
Other, Nike FC Neutral Grey-Varsity Red-Pine Green, --, 1, 52, 
Other, Nike Flex Experience Rn 7 Black Black-Anthracite, --, 2, 68, 
Other, Nike Flex Experience Rn 7 Black University Red-Gym Red, --, 1, 68, 
Other, Nike Flyknit Trainer + Squadron Blue-White-Pink Flash, --, 3, 69, 
Other, Nike Free Flyknit Chukka Bright Crimson, --, 1, 80, 
Other, Nike Free Flyknit Chukka Cinnabar, --, 1, 80, 
Other, Nike Free Flyknit Chukka Hyper Turquoise, --, 1, 60, 
Other, Nike Free Flyknit Chukka Total Orange Volt, --, 1, 50, 
Other, Nike Free Hypervenom 2 FC Midnight Turquoise-Rio Teal-Black-White, --, 3, 48, 
Other, Nike Free Hypervenom 2 FS Gym Red-Light Crimson-Ivory, --, 1, 64, 
Other, Nike Free Inneva Woven Squadron Blue-Squadron Blue-Turquoise-Sail, --, 2, 53, 
Other, Nike Free RN Black-White-Anthracite, --, 1, 83, 
Other, Nike Free RN Flyknit Black-White-Volt-Blue Lagoon, --, 3, 93, 
Other, Nike Free RN Flyknit Bright Mango-Black-Wolf Grey, --, 2, 86, 
Other, Nike Free RN Flyknit White-Black, --, 5, 91, 
Other, Nike Free RN White-Black-Pure Platinum, --, 1, 55, 
Other, Nike Free Rn 2018 Dna Black Anthracite-Speed Red, --, 2, 79, 
Other, Nike Free Rn Motion Fk 2017 Black Dark Grey-Anthracite, --, 9, 74, 
Other, Nike Free Run 2.0 Doernbecher (2012), --, 6, 272, 
Other, Nike Free Run Flyknit Black-White, --, 3, 79, 
Other, Nike Hyperdunk '08 Gym Red-White-Team Red, --, 3, 82, 
Other, Nike Internationalist Black Smmt White-Ntrl Grey-White, --, 1, 100, 
Other, Nike Internationalist Mid Varsity Red-Varsity Red-Black-White, --, 3, 57, 
Other, Nike Kawa Adjust Obsidian Mineral Gold, --, 1, 41, 
Other, Nike Komyuter Premium Light Bone-Black-Cobblestone, --, 2, 73, 
Other, Nike Koston X Heritage Black-Anthracite-Atomic Green, --, 3, 49, 
Kyrie, Nike Kyrie Flytrap Black Black-Metallic Gold, --, 3, 87, 
Other, Nike Lebron Witness II Cool Grey Metallic Gold, --, 2, 55, 
Other, Nike Lunar Flyknit Chukka Parachute Gold, --, 3, 69, 
Other, Nike Lunar Magista II 2 Flyknit Dark Grey-Dark Grey-Wolf Grey, --, 1, 75, 
Other, Nike Lunar Raid Voltage Black, --, 1, 61, 
Other, Nike Lunarepic Flyknit Black, --, 2, 200, 
Other, Nike Lunarepic Low Flyknit 2 Deep Royal Blue-Medium Blue, --, 2, 75, 
Other, Nike Lunarglide 8 Black-White-Anthracite, --, 1, 50, 
Other, Nike Lunarglide 8 Racer Blue-Black, --, 2, 59, 
Other, Nike Marxman Premium Racer Blue-Racer Blue, --, 1, 35, 
Other, Nike Marxman University Red-University Red-Sail-Black, --, 3, 38, 
Other, Nike Mayfly Leather Premium Legion Green-Legion Green, --, 1, 75, 
Other, Nike Mayfly Woven Black-Black-Summit White, --, 1, 65, 
Other, Nike Mayfly Woven Terra Red-Dark Base Grey-Summit White, --, 2, 52, 
Other, Nike Melee Gorge Green-Black-Birch, --, 1, 54, 
Other, Nike Mercurial X Proximo II 2 DF TF Team Red-Black-Racer Pink, --, 1, 92, 
Other, Nike Metcon 1 Banned, --, 9, 125, 
Other, Nike NSW Skystepper Dusty Grey-Metallic Pewter-Laser Orange, --, 1, 60, 
Other, Nike Nike Sock Dart Prm Paramount Blue White Black (W), --, 1, 100, 
Other, Nike Paul Rodriguez 7 High Premium Clark Kent, --, 1, 84, 
Other, Nike Paul Rodriguez 9 Elite Black-White, --, 1, 43, 
Other, Nike Roshe Daybreak Fragment Obsidian, --, 7, 107, 
Other, Nike Roshe LD-1000 Gym Red-Black-Sail, --, 1, 70, 
Other, Nike Roshe NM Flyknit Bright Crimson-White-University Red (W), --, 1, 65, 
Other, Nike Roshe One Obsidian White, --, 16, 55, 
Other, Nike Roshe One Print Game Royal-White-Light Retro-Midnight Navy, --, 1, 35, 
Other, Nike Roshe One Red Crush Midnight Navy, --, 3, 58, 
Other, Nike Roshe Run Anthracite Siren Red, --, 18, 70, 
Other, Nike Roshe Run Be True, --, 7, 111, 
Other, Nike Roshe Run Black Anthracite Sail, --, 145, 55, 
Other, Nike Roshe Run Blue Hero, --, 8, 61, 
Other, Nike Roshe Run Brazil, --, 4, 79, 
Other, Nike Roshe Run Breeze White Black, --, 10, 132, 
Other, Nike Roshe Run Calypso, --, 116, 55, 
Other, Nike Roshe Run Dark Royal Ornage, --, 6, 68, 
Other, Nike Roshe Run Dynamic Flywire Street Grey, --, 1, 50, 
Other, Nike Roshe Run FB Current Blue, --, 1, 45, 
Other, Nike Roshe Run Flyknit Multi-Color (W), --, 2, 124, 
Other, Nike Roshe Run Flyknit PRM Black White, --, 1, 40, 
Other, Nike Roshe Run Flyknit Wolf Grey, --, 3, 92, 
Other, Nike Roshe Run Iguana, --, 13, 54, 
Other, Nike Roshe Run Magista Pack, --, 1, 40, 
Other, Nike Roshe Run Mercurial Pack, --, 1, 36, 
Other, Nike Roshe Run Mid City Pack NYC, --, 1, 26, 
Other, Nike Roshe Run Mid City Pack Paris, --, 3, 102, 
Other, Nike Roshe Run Poison Green Palm Trees, --, 6, 93, 
Other, Nike Roshe Run Safari Crystal Mint, --, 4, 110, 
Other, Nike Roshe Run Soft Grey Crimson, --, 9, 60, 
Other, Nike Roshe Run Sport Red Cool Grey, --, 18, 73, 
Other, Nike Roshe Run Squadron Blue, --, 3, 63, 
Other, Nike Roshe Run Tarp Green, --, 2, 40, 
Other, Nike Roshe Run Team Red, --, 2, 75, 
Other, Nike Roshe Run Tech Fleece Cool Grey, --, 8, 125, 
Other, Nike Roshe Run Tie Dye Rainbow, --, 6, 84, 
Other, Nike Roshe Run Triple Black, --, 240, 64, 
Other, Nike Roshe Run Wolf Grey, --, 61, 55, 
Other, Nike Roshe Two BR Lemon Chiffon-Lemon Chiffon, --, 4, 35, 
Other, Nike Roshe Two Black Anthracite-Sail-Volt (W), --, 1, 55, 
Other, Nike Rosherun Anthracite-Anthracite-Venom Green-Summit White, --, 1, 44, 
Other, Nike Sf Af1 Dusty Peach Dusty Peach (W), --, 15, 81, 
Other, Nike Sf Af1 Khaki Khaki-Rush Coral, --, 50, 78, 
Other, Nike Sf Af1 Mid Black Anthracite-White, --, 61, 81, 
Other, Nike Sf Af1 Mid Desert Moss Desert Moss, --, 191, 65, 
Other, Nike Sock Dart BR Arctic Orange, --, 1, 32, 
Other, Nike Sock Dart KJCRD Wolf Grey-Wolf Grey-White, --, 4, 74, 
Other, Nike Sock Dart Tech Fleece Mulberry, --, 9, 69, 
Other, Nike Sock Dart White Pure Platinum (W), --, 2, 50, 
Other, Nike Sock Dart Wolf Grey-Wolf Grey-White-Pink Blast, --, 4, 71, 
Other, Nike Tanjun Racer Cargo Khaki Black-Light Bone, --, 1, 72, 
Other, Nike Tennis Classic Ultra Flyknit College Navy-College Navy-Racer Blue-White, --, 1, 62, 
Other, Nike Terminator Hi Premium Dark Oak-Team Red-Black-Pine Green, --, 1, 66, 
Other, Nike Trainerendor Pure Platinum Wolf Grey-Gym Royal-White, --, 2, 38, 
Other, Nike Ultra Celso Thong Midnight Navy White, --, 2, 34, 
Other, Nike W LF1 Flyknit Workboot Medium Olive-Medium Olive (W), --, 1, 53, 
Other, Nike Zoom All Court CK Anthracite-Phantom-White-Black, --, 1, 50, 
Other, Nike Zoom Hyperfuse 2013 Black-Metallic Silver-Dark Grey-Pink, --, 1, 70, 
Other, Nike Zoom Mercurial XI Flyknit FC Black-Black-Hasta-Seaweed, --, 3, 93, 
Other, Nike Zoom Mercurial XI Flyknit FC Black-White, --, 6, 51, 
Other, Nike Zoom Mercurial XI Flyknit FC Blue Fox-Metallic Gold Coin, --, 1, 40, 
Other, Nike Zoom Mercurial XI Flyknit FC Dark Grey-Dark Grey-Wolf Grey, --, 1, 80, 
Other, Nike Zoom Rev TB Midnight Navy-Metallic Silver, --, 5, 45, 
Other, Nike Zoom Rev TB University Red-Metallic Silver, --, 1, 64, 
Other, Nike Zoom Stefan Janoski AC Black-Black-Sail-Dusted Clay, --, 1, 68, 
Other, Nike Zoom Stefan Janoski Deep Jungle White-Clay Green, --, 1, 80, 
Other, Nike Zoom Stefan Janoski Elemental Pink Elemental Pink, --, 13, 57, 
Other, Nike Zoom Stefan Janoski Legion Green-White-Black, --, 1, 70, 
Other, Nike Zoom Strike Black Black, --, 1, 60, 
Other, Nike Zoom Veer Black White-White, --, 1, 50, 
Other, Nike Dunk Low Silt Red-Silt Red-Summit White, 90, 1, 36, -60
Other, Nike Sock Dart Prm Black White-Black (W), --, 1, 130, 
SB, Air Trainer 1 SB Huf Gold Digger, 100, 5, 102, 2
SB, Dunk High Premuim SB Bloody Sunday, 75, 8, 251, 234.67
SB, Dunk High Pro SB Supreme Blue Stars, 75, 6, 1140, 1420
SB, Dunk High Pro SB Supreme Red Stars, 75, 5, 1460, 1846.67
SB, Dunk Low SB SPOT x Lance Mountain (Special Box), 98, 2, 111, 13.27
SB, Nike Blazer Mid Area 72, 105, 35, 111, 5.71
SB, Nike Blazer Mid Off-White, 130, 690, 992, 663.08
SB, Nike Blazer Vachetta Tan, 120, 21, 51, -57.5
SB, Nike Dunk High Pro SB Tweed, 90, 9, 318, 253.33
SB, Nike Dunk High Pro SB Unkle, 70, 28, 1000, 1328.57
SB, Nike Dunk High SB Black Gum (2016), 100, 11, 201, 101
SB, Nike Dunk High Send Help 2, 115, 50, 89, -22.61
SB, Nike Dunk High Warmth Pack, 120, 4, 80, -33.33
SB, Nike Dunk Low Pro SB Futura, 65, 10, 460, 607.69
SB, Nike Dunk Low SP Chocolate, 60, 2, 1625, 2608.33
SB, Nike Dunk Low Warmth Pack, 110, 7, 62, -43.64
SB, Nike Dunk SB High Anthracite Matte Olve, 90, 1, 96, 6.67
SB, Nike Dunk SB High Aztec Geometry, 120, 9, 92, -23.33
SB, Nike Dunk SB High Back to School Notebook (GS), 85, 2, 90, 5.88
SB, Nike Dunk SB High Baohaus "Chairman Bao", 108, 55, 135, 25
SB, Nike Dunk SB High Black Grape, 125, 15, 88, -29.6
SB, Nike Dunk SB High Black Purple Box, 130, 98, 93, -28.46
SB, Nike Dunk SB High Black Sheep "Paid in Full", 108, 146, 223, 106.48
SB, Nike Dunk SB High Blue Eiffel 65, 95, 1, 80, -15.79
SB, Nike Dunk SB High Brain Wreck, 120, 11, 169, 40.83
SB, Nike Dunk SB High Brooklyn Projects Paparazzi Quickstrike, 180, 17, 139, -22.78
SB, Nike Dunk SB High Brown Pack, 75, 7, 178, 137.33
SB, Nike Dunk SB High Cali (2014), 120, 254, 102, -15
SB, Nike Dunk SB High Chinese New Year (CNY), 108, 55, 157, 45.37
SB, Nike Dunk SB High Clay Black White, 95, 1, 150, 57.89
SB, Nike Dunk SB High Cncpts "Stained Glass", 160, 216, 94, -41.25
SB, Nike Dunk SB High Concept Car, 120, 26, 102, -15
SB, Nike Dunk SB High Concepts "Ugly Christmas Sweater" - Black, 198, 2, 225, 13.64
SB, Nike Dunk SB High Concepts "Ugly Christmas Sweater" - Black (Special Box), 130, 28, 344, 164.62
SB, Nike Dunk SB High Concepts "Ugly Christmas Sweater" Grey, 130, 36, 257, 97.69
SB, Nike Dunk SB High Concepts "Ugly Christmas Sweater" Grey (Special Box), 130, 6, 311, 139.23
SB, Nike Dunk SB High Concepts When Pigs Fly, 112, 35, 229, 104.46
SB, Nike Dunk SB High Concepts When Pigs Fly (Special Box), 250, 8, 318, 27.2
SB, Nike Dunk SB High Cork, 125, 79, 120, -4
SB, Nike Dunk SB High De La Soul (2015), 150, 201, 126, -16
SB, Nike Dunk SB High Diamond Supply Co. "Tiffany", 108, 564, 232, 114.81
SB, Nike Dunk SB High Dinosaur Jr., 75, 17, 310, 313.33
SB, Nike Dunk SB High Distressed Leather, 100, 3, 70, -30
SB, Nike Dunk SB High Doernbecher (2012), 100, 27, 192, 92
SB, Nike Dunk SB High Familia Blue Ox, 120, 176, 115, -4.17
SB, Nike Dunk SB High Game Royal Black, 95, 5, 94, -1.05
SB, Nike Dunk SB High Hackey Sack, 110, 18, 122, 10.91
SB, Nike Dunk SB High Homegrown Ale Brown, 120, 41, 132, 10
SB, Nike Dunk SB High J Pack Royal, 95, 40, 93, -2.11
SB, Nike Dunk SB High Jason Voorhees, 75, 13, 320, 326.67
SB, Nike Dunk SB High Jungle Rain Forest, 100, 1, 50, -50
SB, Nike Dunk SB High Koston "Thai Temple", 108, 17, 174, 61.11
SB, Nike Dunk SB High MF Doom, 150, 49, 406, 170.67
SB, Nike Dunk SB High Newport, 95, 9, 101, 6.32
SB, Nike Dunk SB High Nigel Sylvester "S.O.M.P.", 141, 17, 153, 8.51
SB, Nike Dunk SB High Oakland Athletics, 100, 47, 124, 24
SB, Nike Dunk SB High Oceanic Airlines, 95, 6, 243, 155.79
SB, Nike Dunk SB High Premier "Northern Lights", 120, 220, 180, 50
SB, Nike Dunk SB High Pro Dr. Feelgood, 75, 21, 189, 152
SB, Nike Dunk SB High Quagmire, 130, 9, 302, 132.31
SB, Nike Dunk SB High Red Velvet, 110, 13, 85, -22.73
SB, Nike Dunk SB High SPoT "Cigar City", 108, 27, 205, 89.81
SB, Nike Dunk SB High SPoT "Cigar City" (Special Box), 108, 5, 371, 243.52
SB, Nike Dunk SB High Salt Stain, 104, 30, 114, 9.62
SB, Nike Dunk SB High Silver Box, 110, 86, 108, -1.82
SB, Nike Dunk SB High Skunk 420, 140, 55, 740, 428.57
SB, Nike Dunk SB High Spot Gasparilla, 110, 54, 154, 40
SB, Nike Dunk SB High Spot Gasparilla (Special Box), 110, 10, 212, 92.73
SB, Nike Dunk SB High Squadron Blue University Red, 95, 1, 90, -5.26
SB, Nike Dunk SB High St Patty's Day, 95, 5, 97, 2.11
SB, Nike Dunk SB High Statue of Liberty, 130, 23, 325, 150
SB, Nike Dunk SB High T19 Royal Blue, 75, 5, 131, 74.67
SB, Nike Dunk SB High Tie Dye Black, 108, 22, 99, -8.33
SB, Nike Dunk SB High Tin Man, 100, 23, 109, 9
SB, Nike Dunk SB High Tripper Pack, 120, 19, 109, -9.17
SB, Nike Dunk SB High Waffle, 110, 260, 173, 57.27
SB, Nike Dunk SB High Wheat, 65, 3, 368, 466.15
SB, Nike Dunk SB High White Ice, 100, 19, 102, 2
SB, Nike Dunk SB High Wolf In Sheep's Clothing, 110, 152, 140, 27.27
SB, Nike Dunk SB High Wolf In Sheep's Clothing (Deluxe Set W- Accessories), 125, 22, 239, 91.2
SB, Nike Dunk SB Low 420, 80, 14, 136, 70
SB, Nike Dunk SB Low 720 Degrees, 65, 10, 207, 218.46
SB, Nike Dunk SB Low Anthracite Light Redwood, 85, 2, 73, -14.12
SB, Nike Dunk SB Low Appetite for Destruction, 65, 13, 188, 189.23
SB, Nike Dunk SB Low Atlas 35MM Black (Special Box W- Accessories), 130, 26, 174, 33.85
SB, Nike Dunk SB Low Atlas 35MM Grey, 110, 27, 142, 29.09
SB, Nike Dunk SB Low Avenger Blue Patent, 65, 1, 300, 361.54
SB, Nike Dunk SB Low Avenger Navy, 65, 6, 207, 218.46
SB, Nike Dunk SB Low BHM (2013), 85, 14, 97, 14.12
SB, Nike Dunk SB Low BHM 2015, 135, 16, 70, -48.15
SB, Nike Dunk SB Low Bandaid, 65, 12, 231, 255.38
SB, Nike Dunk SB Low Barf, 65, 7, 248, 281.54
SB, Nike Dunk SB Low Bison, 65, 15, 425, 553.85
SB, Nike Dunk SB Low Black Cement, 90, 24, 92, 2.22
SB, Nike Dunk SB Low Black New Slate, 85, 2, 83, -2.35
SB, Nike Dunk SB Low Black University Gold, 85, 3, 59, -30.59
SB, Nike Dunk SB Low Blue Lobster, 92, 67, 490, 432.61
SB, Nike Dunk SB Low Blue Lobster (Special Box), 250, 9, 824, 229.6
SB, Nike Dunk SB Low Blue Marble, 130, 2, 174, 33.85
SB, Nike Dunk SB Low Blue Moon, 100, 28, 85, -15
SB, Nike Dunk SB Low Boca Juniors, 65, 7, 200, 207.69
SB, Nike Dunk SB Low Border Blue, 65, 2, 144, 121.54
SB, Nike Dunk SB Low Brickhouse Turbo Green, 85, 8, 96, 12.94
SB, Nike Dunk SB Low Brown Pack, 70, 1, 130, 85.71
SB, Nike Dunk SB Low Bucks, 65, 19, 311, 378.46
SB, Nike Dunk SB Low Camo Legion Green, 90, 44, 130, 44.44
SB, Nike Dunk SB Low Carhartt, 65, 9, 258, 296.92
SB, Nike Dunk SB Low Challenge Red University Blue, 85, 9, 98, 15.29
SB, Nike Dunk SB Low Chrome Ball Incident, 65, 6, 139, 113.85
SB, Nike Dunk SB Low Cinco de Mayo, 65, 16, 174, 167.69
SB, Nike Dunk SB Low Cncpts "Grail", 180, 123, 188, 4.44
SB, Nike Dunk SB Low Cold Pizza, 100, 13, 83, -17
SB, Nike Dunk SB Low Concord, 85, 102, 146, 71.76
SB, Nike Dunk SB Low Corduroy Ale Brown, 88, 2, 79, -10.23
SB, Nike Dunk SB Low Corduroy Team Red, 88, 4, 101, 14.77
SB, Nike Dunk SB Low DJ Clark Kent x Primitive "112", 98, 94, 112, 14.29
SB, Nike Dunk SB Low Dark Raisin, 85, 3, 87, 2.35
SB, Nike Dunk SB Low De La Soul (2015), 135, 458, 115, -14.81
SB, Nike Dunk SB Low Disposable, 105, 25, 83, -20.95
SB, Nike Dunk SB Low Dorothy, 100, 56, 106, 6
SB, Nike Dunk SB Low Eire, 65, 21, 155, 138.46
SB, Nike Dunk SB Low FTC Finally, 98, 34, 120, 22.45
SB, Nike Dunk SB Low Fast Times, 105, 24, 100, -4.76
SB, Nike Dunk SB Low Game Royal Mango, 85, 5, 69, -18.82
SB, Nike Dunk SB Low Gamma Orange, 85, 15, 110, 29.41
SB, Nike Dunk SB Low Gold Dust, 83, 2, 140, 68.67
SB, Nike Dunk SB Low Gold Rail, 65, 7, 180, 176.92
SB, Nike Dunk SB Low Gulf of Mexico, 90, 17, 96, 6.67
SB, Nike Dunk SB Low Hackey Sack, 90, 40, 120, 33.33
SB, Nike Dunk SB Low Iowa, 90, 11, 86, -4.44
SB, Nike Dunk SB Low Ishod Wair "BMW", 95, 32, 154, 62.11
SB, Nike Dunk SB Low J Pack Bred, 85, 45, 93, 9.41
SB, Nike Dunk SB Low J Pack Royal, 65, 17, 226, 247.69
SB, Nike Dunk SB Low Laser Crimson, 85, 3, 93, 9.41
SB, Nike Dunk SB Low Legion Pine Kumquat, 85, 20, 106, 24.71
SB, Nike Dunk SB Low Loden, 65, 4, 477, 633.85
SB, Nike Dunk SB Low MIA Skate Shop, 98, 57, 148, 51.02
SB, Nike Dunk SB Low Marty McFly, 100, 239, 159, 59
SB, Nike Dunk SB Low Medicom 2, 65, 2, 2238, 3343.08
SB, Nike Dunk SB Low Medium Olive Turbo Green, 85, 1, 60, -29.41
SB, Nike Dunk SB Low Michael Lau Gardener Wood, 250, 3, 2567, 926.8
SB, Nike Dunk SB Low Milli Vanilli, 65, 13, 178, 173.85
SB, Nike Dunk SB Low Money Cat, 65, 21, 224, 244.62
SB, Nike Dunk SB Low Mosquito, 130, 25, 228, 75.38
SB, Nike Dunk SB Low Nasty Boys, 90, 49, 149, 65.56
SB, Nike Dunk SB Low Obsidian Crystal Mint, 85, 2, 55, -35.29
SB, Nike Dunk SB Low Olive Atomic Red, 85, 7, 103, 21.18
SB, Nike Dunk SB Low Orange Box, 100, 119, 106, 6
SB, Nike Dunk SB Low Piet Mondrian, 65, 31, 314, 383.08
SB, Nike Dunk SB Low Pink Box, 120, 139, 160, 33.33
SB, Nike Dunk SB Low Premier "Northern Lights", 110, 106, 187, 70
SB, Nike Dunk SB Low Premier Fish Ladder, 100, 63, 92, -8
SB, Nike Dunk SB Low Primative Paul Rodriguez, 110, 15, 94, -14.55
SB, Nike Dunk SB Low Pure Blood, 65, 6, 378, 481.54
SB, Nike Dunk SB Low Purple Pigeon, 65, 30, 318, 389.23
SB, Nike Dunk SB Low Pushead 2, 160, 46, 178, 11.25
SB, Nike Dunk SB Low Quartersnacks, 98, 47, 144, 46.94
SB, Nike Dunk SB Low Raygun, 65, 47, 343, 427.69
SB, Nike Dunk SB Low Red Hemp, 65, 15, 261, 301.54
SB, Nike Dunk SB Low Red Lobster, 125, 71, 481, 284.8
SB, Nike Dunk SB Low Red Patent Leather, 90, 35, 84, -6.67
SB, Nike Dunk SB Low Reese Forbes, 65, 41, 267, 310.77
SB, Nike Dunk SB Low Reptile Gucci, 90, 14, 98, 8.89
SB, Nike Dunk SB Low Reverse Shark, 90, 22, 80, -11.11
SB, Nike Dunk SB Low Rukus "Crawfish", 105, 146, 113, 7.62
SB, Nike Dunk SB Low Rukus Crawfish (Special Box), 170, 7, 274, 61.18
SB, Nike Dunk SB Low S.P.O.T. x Lance Mountain, 150, 28, 93, -38
SB, Nike Dunk SB Low SBTG, 90, 14, 327, 263.33
SB, Nike Dunk SB Low Sea Crystal, 90, 63, 108, 20
SB, Nike Dunk SB Low Shanghai 2, 65, 22, 241, 270.77
SB, Nike Dunk SB Low Skate or Die, 75, 32, 269, 258.67
SB, Nike Dunk SB Low Slam City, 70, 11, 410, 485.71
SB, Nike Dunk SB Low Snake Eyes, 98, 37, 103, 5.1
